List,Syns
"[1, 0]","[['4-hydroxyvoriconazole'], ['4-ketoifosfamide']]"
[1],"[['Corneal staphyloma, left eye'], ['Regular astigmatism, left eye'], ['Staphyloma posticum, left eye']]"
"[2, 1, 0]","[['Forssman Antigen'], ['Abnormal echoencephalogram'], ['velaglucerase alfa']]"
[3],"[['psoriasis 2'], ['Flexural psoriasis', 'Other psoriasis'], ['Flexural psoriasis', 'Other psoriasis'], ['2-oxazolidone']]"
"[1, 0]","[['Multitasking Behavior', 'Multi-Tasking Behavior'], ['Ehrlichia chaffeensis']]"
[1],"[['Resistance to vancomycin'], ['Methicillin Resistance', 'Methicillin-Resistant'], ['Resistance to vancomycin'], ['Vancomycin Resistance']]"
"[2, 1, 0]","[['basal ganglia cerebrovascular disease'], ['Anesthesia, Spinal'], ['Glycoprotein', 'Neoglycoproteins', 'Glycoproteins']]"
[0],"[['Carbuncle NOS'], ['Frontal Bone'], ['fibrosarcoma of bone', 'Fibrosarcoma of the bone'], ['Bone Screws']]"
"[1, 0]","[['Impulsivity', 'Impulsive Behavior'], ['Behavior, Adolescent', 'Adolescent Behavior']]"
[1],"[['Chronic Bronchitis', 'Bronchitis, Chronic'], ['Paralysis, Obstetric', 'Paralysis, Obstetrical'], ['Chronic Bronchitis', 'Bronchitis, Chronic']]"
"[1, 0]","[['Mumps polyneuropathy'], ['Rubulavirus infectious disease', 'obsolete Mumps virus infectious disease']]"
"[1, 0]","[['Insulin, Ultralente', 'Ultralente Insulin'], ['Insulin Antagonists']]"
[0],"[['4-carboxynevirapine'], ['4-methylumbelliferone'], ['4-methylthioamphetamine']]"
"[3, 2]","[['Ventral hernia'], ['Hernia, Ventral', 'Ventral Hernia'], ['Time-to-Pregnancy'], ['Air Microbiology', 'Microbiology, Air'], ['Ventral hernia']]"
"[2, 1, 0]","[['History of Nursing', 'Nursing, History'], ['Emotional Adaptation', 'Emotional Adjustment', 'Psychological Adjustment'], ['Nursing, Rehabilitation', 'Rehabilitation Nursing']]"
"[1, 0]","[['Founder Effect'], ['barbiturates, plain']]"
"[1, 0]","[['Chronobiology Discipline'], ['Cytometry, Image', 'Image Cytometry']]"
"[1, 0]","[['Activity, pilates'], ['Hospitals, Rural', 'Rural Hospitals']]"
"[1, 0]","[['Negative Reinforcement', 'Reinforcement (Psychology)', 'Reinforcement', 'Positive Reinforcement'], ['Anus, Imperforate', 'Anal Atresia', 'Atresia, Anal']]"
"[1, 0]","[['Hysteria NOS'], ['Perinephritis', 'Perinephritis, NOS']]"
[3],"[['Webbed toes, unspecified foot'], ['Unspecified fracture of foot and toe'], ['Fused toes, unspecified foot'], ['Radioimmunosorbent Test']]"
"[1, 0]","[['Boric Acids'], ['HIV Seroprevalence']]"
"[1, 0]","[['Impacted cerumen, left ear'], ['Other specified disorders of left ear']]"
"[1, 0]","[['Astigmatism, NOS', 'Astigmatism NOS', 'Astigmatism'], ['Neonatal diarrhea NOS', 'Noninfective neonatal diarrhea']]"
"[1, 0]","[['intracranial vasospasm'], ['Patient Portal', 'Patient Portals', 'Patient Internet Portals', 'Patient Web Portal', 'Patient Web Portals']]"
"[1, 0]","[['Teaching Materials'], ['Other superficial injuries of upper arm']]"
"[1, 0]","[['Post-traumatic osteoarthritis, left hand'], ['Ganglion, left hand']]"
"[1, 0]","[['Salivary Glands'], ['Exocrine Glands']]"
"[1, 0]","[['L-Arabinose', 'Arabinose'], ['Cathepsin L']]"
"[1, 0]","[['Aminotoluene', 'Toluidines'], ['Papillary adenofibroma', 'papillary adenofibroma']]"
"[1, 0]","[['Cutis Marmorata', 'Cutis marmorata (disorder)', 'obsolete cutis marmorata'], ['obsessive-compulsive disorder', 'Obsessive-compulsive behavior']]"
"[1, 0]","[['obsolete childhood intracranial neoplasm'], ['obsolete mediastinum mature teratoma', 'Mature teratoma of mediastinum']]"
"[1, 0]","[['Amphipods', 'Amphipoda'], ['Tetrahymena pyriformis']]"
"[1, 0]","[['Postmeningococcal arthritis'], ['Psittacines', 'Psittaciformes']]"
[1],"[['acetaminophen glucuronide'], ['Oxytocin and analogues'], ['ibuprofen glucuronide']]"
"[1, 0]","[['Mitochondrial Genome', 'Genome, Mitochondrial'], ['Galanin Receptor', 'Galanin Receptors', 'Receptors, Galanin']]"
[1],"[['Cervical spina bifida with hydrocephalus'], ['Attention to tracheostomy'], ['Cervical spina bifida with hydrocephalus']]"
"[2, 1, 0]","[['Nurses, Male'], ['Travel Nursing'], ['Economics, Nursing', 'Nursing Economics']]"
"[1, 0]","[['Choroiditis NOS'], ['Transsexualism NOS']]"
"[1, 0]","[['4-ketocyclophosphamide'], ['Pleurisy', 'pleurisy with effusion']]"
[2],"[['Other myositis, other site'], ['Infective myositis, unspecified site'], ['granulomatous myositis'], ['Infective myositis, unspecified site']]"
"[1, 0]","[['Initiator Caspases', 'Caspases, Initiator'], ['Underdosing of opium']]"
[0],"[['Eye Manifestations'], ['Scleral ectasia, left eye'], ['Paresis of accommodation, right eye'], ['Scleral ectasia, right eye']]"
"[1, 0]","[['Mental Fatigue', 'Fatigue, Mental'], ['micropapillomatosis labialis']]"
[1],"[['Mannoheptulose', 'Mannoketoheptose'], ['aflatoxin b1'], ['Local anaesthetics'], ['Hemangioblastoma, Multiple', 'Hemangioblastomas', 'Hemangioblastomas, Multiple', 'Multiple Hemangioblastoma', 'Multiple Hemangioblastomas', 'Hemangioblastoma'], ['Local anaesthetics'], ['Multiple Hemangioblastomas', 'Hemangioblastoma'], ['Other osteoporosis', 'Senile osteoporosis'], ['Idiopathic osteoporosis']]"
[6],"[[""Mooren's corneal ulcer""], ['Corneal ulcer'], ['Corneal Diseases'], ['corneal ulcer'], ['obstructive hydrocephalus'], ['corneal disease'], ['thioether product'], ['Obstructive hydrocephalus'], ['Obstructive hydrocephalus']]"
[1],"[['Kanamycin Resistance'], ['Licensure, Nursing', 'Licensures, Nursing', 'Nursing Licensure', 'Nursing Licensures'], ['Capillary Resistance']]"
[1],"[['Obstetrical tetanus'], ['platelet reactivity'], ['Obstetrical tetanus']]"
[2],"[['Ovarian Diseases'], ['ovarian disease'], ['Collagen Diseases']]"
[3],"[['Meningococcal infection'], ['Meningococcal infection'], ['Other meningococcal infections'], ['Euglenozoa Infections']]"
[0],"[['isothipendylum', 'isothipendyl'], ['Behavior, Compulsive', 'Compulsive Behavior'], ['Imitative Behavior']]"
[0],"[['Streptococcus bovis'], ['pulmonary valve disorder', 'pulmonary valve disease'], ['Other pulmonary aspergillosis'], ['Pulmonary valve disorders in diseases classified elsewhere'], ['Pulmonary Valve', 'Valves, Pulmonary', 'Pulmonary Valves', 'Valve, Pulmonary'], ['Other pulmonary aspergillosis']]"
[8],"[['disease of capillaries', 'capillary disease'], ['Agricultural Crops', 'Crops, Agricultural'], ['Carbuncle of neck'], ['Anaemia of prematurity'], ['Diseases of capillaries'], ['Other diseases of capillaries'], ['Diseases of capillaries'], ['Crop, Avian'], ['Crop Protection'], ['Other diseases of capillaries']]"
"[1, 0]","[['Health Behavior'], ['Immunoglobulin Class Switching', 'Isotype Switching', 'Class Switching']]"
[2],"[['Xanthelasma of eyelid'], ['Tetany', 'Tetany, Neonatal', 'Spasmophilia', 'Tetanilla'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid']]"
"[1, 0]","[['Process, Nursing', 'Nursing Process'], ['Nursing, Holistic', 'Holistic Nursing']]"
"[1, 0]","[['Pneumoconiosis NOS'], ['Cholera NOS', 'Cholera', 'Choleras']]"
[2],"[['Estrogen excess'], ['Convergence excess'], ['Predatory Behavior'], ['Estrogen excess']]"
[1],"[['obsolete syphilitic pericarditis', 'Syphilitic pericarditis (disorder)'], ['congenital abnormality', 'obsolete congenital disorder'], ['Syphilitic alopecia (disorder)', 'obsolete syphilitic alopecia']]"
"[5, 4, 2, 1]","[['Other injury of liver'], ['Liver, unspecified'], ['Liver Regeneration'], ['Injury of liver'], ['Provinols', 'Polyphenols'], ['Cranial Irradiation'], ['liver fibroma', 'Fibroma of the Liver']]"
"[1, 0]","[[""Reiter's disease, shoulder""], ['anthrax disease']]"
"[1, 0]","[['Infections, Rhabdoviridae', 'Rhabdoviridae Infections'], ['Enterobacteriaceae Infections']]"
"[1, 0]","[['omega-Conotoxins', 'omega-Conotoxin'], ['Other paralytic strabismus']]"
"[1, 0]","[['Endodontic underfill'], ['Prostaglandin analogues']]"
"[1, 0]","[['Volvulus NOS'], ['Hypobaropathy NOS']]"
"[1, 0]","[['Other spirochetal infections'], ['Infections, Enterovirus', 'Enterovirus Infections']]"
"[1, 0]","[['Thrombophlebitis NOS'], ['Glossitis NOS']]"
[2],"[['Other specified hyperalimentation'], ['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma']]"
"[1, 0]","[['Astroviridae Infections', 'Infections, Astroviridae'], ['Morbillivirus Infections', 'Infections, Morbillivirus']]"
"[1, 0]","[['Chloroplast Genome', 'Genome, Chloroplast'], ['Antibiotics and corticosteroids']]"
[0],"[['Mycobacterium Infections', 'Infections, Mycobacterium'], ['Haemophilus Infections'], ['Hepadnaviridae Infections', 'Infections, Hepadnaviridae']]"
"[1, 0]","[['Sialolithiasis NOS'], ['Epididymitis NOS']]"
[0],"[['Circulation, Assisted', 'Assisted Circulation'], ['Guttate psoriasis'], ['Guttate psoriasis']]"
[2],"[['Y Chromosome'], ['Chromosome Structures'], ['Assault by shotgun']]"
[1],"[['Psychology, Applied', 'Applied Psychology'], ['Psychologic vaginismus'], ['Existential Psychology', 'Psychology, Existential', 'Existentialism'], ['Experimental Psychology', 'Psychology, Experimental']]"
"[3, 2]","[['Echinococcus NOS'], ['Costochondritis NOS'], ['Sialoadenitis NOS'], ['Neurofibroma, NOS', 'Neurofibroma', 'Neurofibromas']]"
"[1, 0]","[['Typhoid vaccines'], ['Idiopathic gout, right wrist']]"
[1],"[['Other lactose intolerance'], ['Paranoid Behavior'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Lactose intolerance']]"
[5],"[['Orbital Diseases'], ['Resistance, Disease', 'Disease Resistance'], ['thalamic disease'], ['Monkey Diseases'], ['orbital disease'], ['Lassa virus']]"
[2],"[['Anxiety Disorders', 'Anxiety disorder'], ['Other anxiety disorders'], ['Calcium Ionophores']]"
[1],"[['Skin and Connective Tissue Diseases'], ['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
"[1, 0]","[['obsolete childhood liver neoplasm'], ['Occult carcinoma of the lung', 'occult carcinoma of lung', 'obsolete lung occult carcinoma']]"
[1],"[['barium sulfate'], ['Secondary dysmenorrhoea'], ['acetaminophen sulfate'], ['penbutolol', 'Penbutolol sulfate']]"
"[1, 0]","[['Superficial frostbite'], ['NS-398']]"
