head,tail,relation
PA165958374,ChEBI:CHEBI:83527,Cross_reference(Chemicals)
PA165958374,ChemSpider:111300,Cross_reference(Chemicals)
PA165958374,DrugBank:DB06700,Cross_reference(Chemicals)
PA165958374,Drugs Product Database (DPD):02321092,Cross_reference(Chemicals)
PA165958374,FDA Drug Label at DailyMed:0f43610c-f290-46ea-d186-4f998ed99fce,Cross_reference(Chemicals)
PA165958374,KEGG Drug:D02570,Cross_reference(Chemicals)
PA165958374,National Drug Code Directory:0008-1211-14,Cross_reference(Chemicals)
PA165958374,PubChem Compound:125017,Cross_reference(Chemicals)
PA165958374,PubChem Substance:99443254,Cross_reference(Chemicals)
PA165958374,ATC:N06AX23,External_vocabulary(Chemicals)
PA165958374,UMLS:C1880288,External_vocabulary(Chemicals)
PA165958374,RxNorm:734064,External_vocabulary(Chemicals)
PA165958374,NDFRT:N0000176142,External_vocabulary(Chemicals)
deutetrabenazine,PA166169881,Name-PharmGKB_Id(Chemicals)
PA166169881,deutetrabenazine,PharmGKB_Id-Name(Chemicals)
PA166169881,PubChem Compound:73442840,Cross_reference(Chemicals)
dexamethasone,PA449247,Name-PharmGKB_Id(Chemicals)
PA449247,dexamethasone,PharmGKB_Id-Name(Chemicals)
dexamethasone,DEX,Synonym(Chemicals)
dexamethasone,DXM,Synonym(Chemicals)
dexamethasone,Desametasone,Synonym(Chemicals)
dexamethasone,Desametasone [Dcit],Synonym(Chemicals)
dexamethasone,Desamethasone,Synonym(Chemicals)
dexamethasone,Dexametasona [INN-Spanish],Synonym(Chemicals)
dexamethasone,Dexamethasone Acetate,Synonym(Chemicals)
dexamethasone,Dexamethasone Alcohol,Synonym(Chemicals)
dexamethasone,Dexamethasone Base,Synonym(Chemicals)
dexamethasone,Dexamethasone Sodium Phosphate,Synonym(Chemicals)
dexamethasone,Dexamethasonum [INN-Latin],Synonym(Chemicals)
dexamethasone,Dexamethazone,Synonym(Chemicals)
dexamethasone,Dxms,Synonym(Chemicals)
dexamethasone,Fluormethylprednisolone,Synonym(Chemicals)
dexamethasone,dexamethasone,Synonym(Chemicals)
PA449247,BindingDB:18207,Cross_reference(Chemicals)
PA449247,ChEBI:CHEBI:41879,Cross_reference(Chemicals)
PA449247,ChemSpider:5541,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT00368121,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT00549848,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT00580112,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT00907452,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT01782963,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT01794507,Cross_reference(Chemicals)
PA449247,ClinicalTrials.gov:NCT01975727,Cross_reference(Chemicals)
PA449247,DrugBank:DB01234,Cross_reference(Chemicals)
PA449247,Drugs Product Database (DPD):00664227,Cross_reference(Chemicals)
PA449247,HET:DEX,Cross_reference(Chemicals)
PA449247,KEGG Drug:D00292,Cross_reference(Chemicals)
PA449247,National Drug Code Directory:0703-3524-03,Cross_reference(Chemicals)
PA449247,PDB:DEX,Cross_reference(Chemicals)
PA449247,PubChem Compound:5743,Cross_reference(Chemicals)
PA449247,PubChem Substance:46508930,Cross_reference(Chemicals)
PA449247,Therapeutic Targets Database:DAP000007,Cross_reference(Chemicals)
PA449247,URL:http://en.wikipedia.org/wiki/Dexamethasone,Cross_reference(Chemicals)
PA449247,ATC:A01AC02,External_vocabulary(Chemicals)
PA449247,ATC:C05AA09,External_vocabulary(Chemicals)
PA449247,ATC:D07AB19,External_vocabulary(Chemicals)
PA449247,ATC:D07XB05,External_vocabulary(Chemicals)
PA449247,ATC:D10AA03,External_vocabulary(Chemicals)
PA449247,ATC:H02AB02,External_vocabulary(Chemicals)
PA449247,ATC:R01AD03,External_vocabulary(Chemicals)
PA449247,ATC:S01BA01,External_vocabulary(Chemicals)
PA449247,ATC:S01CB01,External_vocabulary(Chemicals)
PA449247,ATC:S02BA06,External_vocabulary(Chemicals)
PA449247,ATC:S03BA01,External_vocabulary(Chemicals)
PA449247,UMLS:C0011777,External_vocabulary(Chemicals)
PA449247,RxNorm:3264,External_vocabulary(Chemicals)
PA449247,NDFRT:N0000146273,External_vocabulary(Chemicals)
dexbrompheniramine,PA164746251,Name-PharmGKB_Id(Chemicals)
PA164746251,dexbrompheniramine,PharmGKB_Id-Name(Chemicals)
dexbrompheniramine,D-Brompheniramine,Synonym(Chemicals)
dexbrompheniramine,Parabromdylamine,Synonym(Chemicals)
dexbrompheniramine,Parabromodylamine,Synonym(Chemicals)
PA164746251,ChEBI:CHEBI:59269,Cross_reference(Chemicals)
PA164746251,ChemSpider:16068,Cross_reference(Chemicals)
PA164746251,DrugBank:DB00405,Cross_reference(Chemicals)
PA164746251,Drugs Product Database (DPD):00411892,Cross_reference(Chemicals)
PA164746251,PubChem Compound:16960,Cross_reference(Chemicals)
PA164746251,PubChem Substance:46505186,Cross_reference(Chemicals)
PA164746251,PubChem Substance:669658,Cross_reference(Chemicals)
PA164746251,Therapeutic Targets Database:DAP001068,Cross_reference(Chemicals)
PA164746251,URL:http://en.wikipedia.org/wiki/Dexbrompheniramine,Cross_reference(Chemicals)
PA164746251,MeSH:C015121,External_vocabulary(Chemicals)
PA164746251,ATC:R06AB06,External_vocabulary(Chemicals)
PA164746251,UMLS:C0057605,External_vocabulary(Chemicals)
PA164746251,RxNorm:22696,External_vocabulary(Chemicals)
PA164746251,NDFRT:N0000147803,External_vocabulary(Chemicals)
dexfenfluramine,PA164747936,Name-PharmGKB_Id(Chemicals)
PA164747936,dexfenfluramine,PharmGKB_Id-Name(Chemicals)
dexfenfluramine,(+)-fenfluramine,Synonym(Chemicals)
dexfenfluramine,(s)-fenfluramine,Synonym(Chemicals)
dexfenfluramine,D-Fenfluramine,Synonym(Chemicals)
dexfenfluramine,Dexafenfluramine,Synonym(Chemicals)
dexfenfluramine,Dexfenfluramina [Spanish],Synonym(Chemicals)
dexfenfluramine,Dexfenfluramine Hydrochloride,Synonym(Chemicals)
dexfenfluramine,Dexfenfluraminum [Latin],Synonym(Chemicals)
dexfenfluramine,Dextrofenfluramine,Synonym(Chemicals)
dexfenfluramine,L-Fenfluramine,Synonym(Chemicals)
dexfenfluramine,Levofenfluramina [Spanish],Synonym(Chemicals)
dexfenfluramine,Levofenfluramine,Synonym(Chemicals)
dexfenfluramine,Levofenfluramine [INN],Synonym(Chemicals)
dexfenfluramine,Levofenfluraminum [Latin],Synonym(Chemicals)
PA164747936,ChEBI:CHEBI:439329,Cross_reference(Chemicals)
PA164747936,Chemical Abstracts Service:3239-44-9,Cross_reference(Chemicals)
PA164747936,DrugBank:DB01191,Cross_reference(Chemicals)
PA164747936,KEGG Drug:D07805,Cross_reference(Chemicals)
PA164747936,PubChem Compound:3337,Cross_reference(Chemicals)
PA164747936,PubChem Substance:161613,Cross_reference(Chemicals)
PA164747936,Therapeutic Targets Database:DAP001224,Cross_reference(Chemicals)
PA164747936,URL:http://en.wikipedia.org/wiki/Dexfenfluramine,Cross_reference(Chemicals)
PA164747936,ATC:A08AA04,External_vocabulary(Chemicals)
PA164747936,UMLS:C0011786,External_vocabulary(Chemicals)
PA164747936,RxNorm:3268,External_vocabulary(Chemicals)
PA164747936,NDFRT:N0000022034,External_vocabulary(Chemicals)
dexibuprofen,PA166049174,Name-PharmGKB_Id(Chemicals)
PA166049174,dexibuprofen,PharmGKB_Id-Name(Chemicals)
PA166049174,PubChem Compound:39912,Cross_reference(Chemicals)
PA166049174,ATC:M01AE,External_vocabulary(Chemicals)
dexketoprofen,PA166049175,Name-PharmGKB_Id(Chemicals)
PA166049175,dexketoprofen,PharmGKB_Id-Name(Chemicals)
PA166049175,PubChem Compound:667550,Cross_reference(Chemicals)
PA166049175,ATC:M01AE,External_vocabulary(Chemicals)
dexlansoprazole,PA166110257,Name-PharmGKB_Id(Chemicals)
PA166110257,dexlansoprazole,PharmGKB_Id-Name(Chemicals)
PA166110257,PubChem Compound:9578005,Cross_reference(Chemicals)
PA166110257,RxNorm:816346,External_vocabulary(Chemicals)
dexmedetomidine,PA449256,Name-PharmGKB_Id(Chemicals)
PA449256,dexmedetomidine,PharmGKB_Id-Name(Chemicals)
dexmedetomidine,Medetomidina [Spanish],Synonym(Chemicals)
dexmedetomidine,Medetomidine,Synonym(Chemicals)
dexmedetomidine,Medetomidinum [Latin],Synonym(Chemicals)
PA449256,ChEBI:CHEBI:4466,Cross_reference(Chemicals)
PA449256,ClinicalTrials.gov:NCT00480740,Cross_reference(Chemicals)
PA449256,ClinicalTrials.gov:NCT00573066,Cross_reference(Chemicals)
PA449256,DrugBank:DB00633,Cross_reference(Chemicals)
PA449256,FDA Drug Label at DailyMed:548a88c0-afda-427e-75ac-5af0cfa2224c,Cross_reference(Chemicals)
PA449256,IUPHAR Ligand:521,Cross_reference(Chemicals)
PA449256,KEGG Compound:C07450,Cross_reference(Chemicals)
PA449256,KEGG Drug:D00514,Cross_reference(Chemicals)
PA449256,National Drug Code Directory:0409-1638-02,Cross_reference(Chemicals)
PA449256,PubChem Compound:68602,Cross_reference(Chemicals)
PA449256,PubChem Substance:9653,Cross_reference(Chemicals)
PA449256,Therapeutic Targets Database:DAP000233,Cross_reference(Chemicals)
PA449256,URL:http://en.wikipedia.org/wiki/Dexmedetomidine,Cross_reference(Chemicals)
PA449256,ATC:N05CM18,External_vocabulary(Chemicals)
PA449256,UMLS:C0113293,External_vocabulary(Chemicals)
PA449256,RxNorm:48937,External_vocabulary(Chemicals)
PA449256,NDFRT:N0000148660,External_vocabulary(Chemicals)
dexmethylphenidate,PA10054,Name-PharmGKB_Id(Chemicals)
PA10054,dexmethylphenidate,PharmGKB_Id-Name(Chemicals)
dexmethylphenidate,D-methylphenidate,Synonym(Chemicals)
dexmethylphenidate,Ritadex,Synonym(Chemicals)
PA10054,DrugBank:DB06701,Cross_reference(Chemicals)
PA10054,PubChem Compound:4158,Cross_reference(Chemicals)
PA10054,PubChem Substance:99443255,Cross_reference(Chemicals)
PA10054,ATC:N06BA11,External_vocabulary(Chemicals)
PA10054,UMLS:C1169997,External_vocabulary(Chemicals)
PA10054,RxNorm:352372,External_vocabulary(Chemicals)
PA10054,NDFRT:N0000148722,External_vocabulary(Chemicals)
dexrazoxane,PA449259,Name-PharmGKB_Id(Chemicals)
PA449259,dexrazoxane,PharmGKB_Id-Name(Chemicals)
dexrazoxane,Desrazoxane,Synonym(Chemicals)
dexrazoxane,Dexrazoxano [INN-Spanish],Synonym(Chemicals)
dexrazoxane,Dexrazoxanum [INN-Latin],Synonym(Chemicals)
dexrazoxane,Dextrorazoxane,Synonym(Chemicals)
dexrazoxane,Razoxana [INN-Spanish],Synonym(Chemicals)
dexrazoxane,Razoxanum [INN-Latin],Synonym(Chemicals)
dexrazoxane,icrf-187,Synonym(Chemicals)
PA449259,ChEBI:CHEBI:50223,Cross_reference(Chemicals)
PA449259,ChemSpider:64479,Cross_reference(Chemicals)
PA449259,ClinicalTrials.gov:NCT01606878,Cross_reference(Chemicals)
PA449259,DrugBank:DB00380,Cross_reference(Chemicals)
PA449259,Drugs Product Database (DPD):02153440,Cross_reference(Chemicals)
PA449259,FDA Drug Label at DailyMed:071340ec-9d21-484e-93d4-f49c98df8c5e,Cross_reference(Chemicals)
PA449259,HET:CDX,Cross_reference(Chemicals)
PA449259,National Drug Code Directory:38423-110-01,Cross_reference(Chemicals)
PA449259,PDB:CDX,Cross_reference(Chemicals)
PA449259,PubChem Compound:71384,Cross_reference(Chemicals)
PA449259,PubChem Substance:213617,Cross_reference(Chemicals)
PA449259,PubChem Substance:46505982,Cross_reference(Chemicals)
PA449259,Therapeutic Targets Database:DAP000649,Cross_reference(Chemicals)
PA449259,URL:http://en.wikipedia.org/wiki/Dexrazoxane,Cross_reference(Chemicals)
PA449259,ATC:V03AF02,External_vocabulary(Chemicals)
PA449259,UMLS:C0086444,External_vocabulary(Chemicals)
PA449259,RxNorm:42736,External_vocabulary(Chemicals)
PA449259,NDFRT:N0000022003,External_vocabulary(Chemicals)
dextran,PA449261,Name-PharmGKB_Id(Chemicals)
PA449261,dextran,PharmGKB_Id-Name(Chemicals)
PA449261,ATC:B05AA,External_vocabulary(Chemicals)
PA449261,UMLS:C0086140,External_vocabulary(Chemicals)
PA449261,RxNorm:42635,External_vocabulary(Chemicals)
PA449261,NDFRT:N0000148496,External_vocabulary(Chemicals)
dextroamphetamine,PA449269,Name-PharmGKB_Id(Chemicals)
PA449269,dextroamphetamine,PharmGKB_Id-Name(Chemicals)
dextroamphetamine,(+)-(s)-amphetamine,Synonym(Chemicals)
dextroamphetamine,(+)-alpha-methylphenethylamine,Synonym(Chemicals)
dextroamphetamine,(+)-alpha-methylphenylethylamine,Synonym(Chemicals)
dextroamphetamine,(+)-amphetamine,Synonym(Chemicals)
dextroamphetamine,(+)-phenaminum,Synonym(Chemicals)
dextroamphetamine,(2S)-(+)-Amphetamine,Synonym(Chemicals)
dextroamphetamine,(2S)-1-phenylpropan-2-amine,Synonym(Chemicals)
dextroamphetamine,(S)-1-Phenyl-2-propanamine,Synonym(Chemicals)
dextroamphetamine,(S)-1-phenyl-2-aminopropane,Synonym(Chemicals)
dextroamphetamine,(S)-1-phenyl-2-propylamine,Synonym(Chemicals)
dextroamphetamine,(s)-(+)-amphetamine,Synonym(Chemicals)
dextroamphetamine,(s)-(+)-beta-phenylisopropylamine,Synonym(Chemicals)
dextroamphetamine,(s)-alpha-methylbenzeneethanamine,Synonym(Chemicals)
dextroamphetamine,(s)-alpha-methylphenethylamine,Synonym(Chemicals)
dextroamphetamine,(s)-alpha-phenylethylamine,Synonym(Chemicals)
dextroamphetamine,(s)-amphetamine,Synonym(Chemicals)
dextroamphetamine,1-Methyl-2-phenylethylamine,Synonym(Chemicals)
dextroamphetamine,D-(+)-amphetamine,Synonym(Chemicals)
dextroamphetamine,D-(s)-amphetamine,Synonym(Chemicals)
dextroamphetamine,D-1-Phenyl-2-aminopropan,Synonym(Chemicals)
dextroamphetamine,D-1-Phenyl-2-aminopropane,Synonym(Chemicals)
dextroamphetamine,D-2-Amino-1-phenylpropane,Synonym(Chemicals)
dextroamphetamine,D-alpha-methylphenethylamine,Synonym(Chemicals)
dextroamphetamine,D-am,Synonym(Chemicals)
dextroamphetamine,D-amphetamine,Synonym(Chemicals)
dextroamphetamine,Desamfetamina,Synonym(Chemicals)
dextroamphetamine,Dexamfetamina [inn-spanish],Synonym(Chemicals)
dextroamphetamine,Dexamfetamine,Synonym(Chemicals)
dextroamphetamine,Dexamfetaminum [inn-latin],Synonym(Chemicals)
dextroamphetamine,Dexamphetamine,Synonym(Chemicals)
dextroamphetamine,Dexamphetaminum [inn-latin],Synonym(Chemicals)
dextroamphetamine,Dexanfetamina [inn-spanish],Synonym(Chemicals)
dextroamphetamine,Dextroamphetamine,Synonym(Chemicals)
dextroamphetamine,Dextroamphetamine sulfate,Synonym(Chemicals)
dextroamphetamine,S(+)-amphetamine,Synonym(Chemicals)
dextroamphetamine,d-1-Phenyl-2-aminopropan [German],Synonym(Chemicals)
PA449269,ChEBI:CHEBI:4469,Cross_reference(Chemicals)
PA449269,ChemSpider:5621,Cross_reference(Chemicals)
PA449269,DrugBank:DB01576,Cross_reference(Chemicals)
PA449269,Drugs Product Database (DPD):01924516,Cross_reference(Chemicals)
PA449269,FDA Drug Label at DailyMed:18b7c145-3e8f-4e7e-c6b5-080d4139a008,Cross_reference(Chemicals)
PA449269,IUPHAR Ligand:2146,Cross_reference(Chemicals)
PA449269,IUPHAR Ligand:2147,Cross_reference(Chemicals)
PA449269,KEGG Compound:C07884,Cross_reference(Chemicals)
PA449269,KEGG Drug:D03740,Cross_reference(Chemicals)
PA449269,National Drug Code Directory:0007-3512-59,Cross_reference(Chemicals)
PA449269,PubChem Compound:5826,Cross_reference(Chemicals)
PA449269,PubChem Substance:10086,Cross_reference(Chemicals)
PA449269,PubChem Substance:46506252,Cross_reference(Chemicals)
PA449269,Therapeutic Targets Database:DAP001470,Cross_reference(Chemicals)
PA449269,URL:http://en.wikipedia.org/wiki/Dextroamphetamine,Cross_reference(Chemicals)
PA449269,MeSH:C029870,External_vocabulary(Chemicals)
PA449269,ATC:N06BA02,External_vocabulary(Chemicals)
PA449269,UMLS:C0011812,External_vocabulary(Chemicals)
PA449269,RxNorm:3288,External_vocabulary(Chemicals)
PA449269,NDFRT:N0000148062,External_vocabulary(Chemicals)
dextromethorphan,PA449273,Name-PharmGKB_Id(Chemicals)
PA449273,dextromethorphan,PharmGKB_Id-Name(Chemicals)
dextromethorphan,D-Methorphan,Synonym(Chemicals)
dextromethorphan,D-Methorphan Hydrobromide,Synonym(Chemicals)
dextromethorphan,Delta-Methorphan,Synonym(Chemicals)
dextromethorphan,Demorphan,Synonym(Chemicals)
dextromethorphan,Demorphan Hydrobromide,Synonym(Chemicals)
dextromethorphan,Demorphine,Synonym(Chemicals)
dextromethorphan,Destrometerfano [Dcit],Synonym(Chemicals)
dextromethorphan,Dextromethorfan [Czech],Synonym(Chemicals)
dextromethorphan,Dextromethorphan Bromhydrate,Synonym(Chemicals)
dextromethorphan,Dextromethorphan Bromide,Synonym(Chemicals)
dextromethorphan,Dextrometorfano [INN-Spanish],Synonym(Chemicals)
dextromethorphan,Dextrometorphan,Synonym(Chemicals)
dextromethorphan,Dextromorphan,Synonym(Chemicals)
dextromethorphan,Dexyromethorphan,Synonym(Chemicals)
dextromethorphan,L-Methorphan,Synonym(Chemicals)
dextromethorphan,Levomethorphan,Synonym(Chemicals)
dextromethorphan,Levomethorphan [Ban:Dcf:Inn],Synonym(Chemicals)
dextromethorphan,Levomethorphane [INN-French],Synonym(Chemicals)
dextromethorphan,Levomethorphanum [INN-Latin],Synonym(Chemicals)
dextromethorphan,Levometorfano [INN-Spanish],Synonym(Chemicals)
PA449273,ChEBI:CHEBI:4470,Cross_reference(Chemicals)
PA449273,ClinicalTrials.gov:NCT00873366,Cross_reference(Chemicals)
PA449273,DrugBank:DB00514,Cross_reference(Chemicals)
PA449273,Drugs Product Database (DPD):00816000,Cross_reference(Chemicals)
PA449273,FDA Drug Label at DailyMed:234e6a2c-a280-4a39-8777-9316e9d681fb,Cross_reference(Chemicals)
PA449273,KEGG Compound:C06947,Cross_reference(Chemicals)
PA449273,KEGG Drug:D03742,Cross_reference(Chemicals)
PA449273,National Drug Code Directory:63824-171-63,Cross_reference(Chemicals)
PA449273,PubChem Compound:5360696,Cross_reference(Chemicals)
PA449273,PubChem Substance:173392,Cross_reference(Chemicals)
PA449273,Therapeutic Targets Database:DNC000541,Cross_reference(Chemicals)
PA449273,URL:http://en.wikipedia.org/wiki/Dextromethorphan,Cross_reference(Chemicals)
PA449273,ATC:R05DA09,External_vocabulary(Chemicals)
PA449273,UMLS:C0011816,External_vocabulary(Chemicals)
PA449273,RxNorm:3289,External_vocabulary(Chemicals)
PA449273,NDFRT:N0000146393,External_vocabulary(Chemicals)
dextromethorphan / quinidine,PA166175998,Name-PharmGKB_Id(Chemicals)
PA166175998,dextromethorphan / quinidine,PharmGKB_Id-Name(Chemicals)
PA166175998,PubChem Compound:71300601,Cross_reference(Chemicals)
dextropropoxyphene,PA166183939,Name-PharmGKB_Id(Chemicals)
PA166183939,dextropropoxyphene,PharmGKB_Id-Name(Chemicals)
dextropropoxyphene,"[(2S,3S)-4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate",Synonym(Chemicals)
PA166183939,PubChem Compound:441275,Cross_reference(Chemicals)
dextrothyroxine,PA164752444,Name-PharmGKB_Id(Chemicals)
PA164752444,dextrothyroxine,PharmGKB_Id-Name(Chemicals)
dextrothyroxine,d-thyroxine,Synonym(Chemicals)
PA164752444,ChEBI:CHEBI:30659,Cross_reference(Chemicals)
PA164752444,DrugBank:DB00509,Cross_reference(Chemicals)
PA164752444,Drugs Product Database (DPD):02170299,Cross_reference(Chemicals)
PA164752444,PubChem Compound:853,Cross_reference(Chemicals)
PA164752444,PubChem Substance:93081,Cross_reference(Chemicals)
PA164752444,URL:http://en.wikipedia.org/wiki/Dextrothyroxine,Cross_reference(Chemicals)
PA164752444,ATC:C10AX01,External_vocabulary(Chemicals)
PA164752444,UMLS:C0011824,External_vocabulary(Chemicals)
PA164752444,RxNorm:3292,External_vocabulary(Chemicals)
PA164752444,NDFRT:N0000020406,External_vocabulary(Chemicals)
dezocine,PA164746059,Name-PharmGKB_Id(Chemicals)
PA164746059,dezocine,PharmGKB_Id-Name(Chemicals)
dezocine,Dezocina [INN-Spanish],Synonym(Chemicals)
dezocine,Dezocinum [INN-Latin],Synonym(Chemicals)
PA164746059,ChEBI:CHEBI:4474,Cross_reference(Chemicals)
PA164746059,Chemical Abstracts Service:53648-55-8,Cross_reference(Chemicals)
PA164746059,DrugBank:DB01209,Cross_reference(Chemicals)
PA164746059,KEGG Compound:C08010,Cross_reference(Chemicals)
PA164746059,KEGG Drug:D00838,Cross_reference(Chemicals)
PA164746059,PubChem Compound:40841,Cross_reference(Chemicals)
PA164746059,PubChem Substance:10210,Cross_reference(Chemicals)
PA164746059,Therapeutic Targets Database:DAP001100,Cross_reference(Chemicals)
PA164746059,MeSH:C010827,External_vocabulary(Chemicals)
PA164746059,ATC:N02AX03,External_vocabulary(Chemicals)
PA164746059,UMLS:C0057626,External_vocabulary(Chemicals)
PA164746059,RxNorm:22713,External_vocabulary(Chemicals)
PA164746059,NDFRT:N0000147635,External_vocabulary(Chemicals)
diacetylhydrazine,PA166131587,Name-PharmGKB_Id(Chemicals)
PA166131587,diacetylhydrazine,PharmGKB_Id-Name(Chemicals)
diacetylhydrazine,"n,n'-diacetylhydrazine",Synonym(Chemicals)
PA166131587,PubChem Compound:72884,Cross_reference(Chemicals)
diacylglycerol,PA166178987,Name-PharmGKB_Id(Chemicals)
PA166178987,diacylglycerol,PharmGKB_Id-Name(Chemicals)
PA166178987,PubChem Compound:6026790,Cross_reference(Chemicals)
diatrizoate,PA449281,Name-PharmGKB_Id(Chemicals)
PA449281,diatrizoate,PharmGKB_Id-Name(Chemicals)
diatrizoate,Amidotrizoate,Synonym(Chemicals)
diatrizoate,Amidotrizoic Acid,Synonym(Chemicals)
diatrizoate,Diatriazoate,Synonym(Chemicals)
diatrizoate,Diatrizoate sodium,Synonym(Chemicals)
diatrizoate,Diatrizoate sodium salt,Synonym(Chemicals)
diatrizoate,Diatrizoic acid,Synonym(Chemicals)
diatrizoate,Diatrizoic acid sodium salt,Synonym(Chemicals)
diatrizoate,Meglumine diatrizoate,Synonym(Chemicals)
diatrizoate,Methalamic acid,Synonym(Chemicals)
diatrizoate,Sodium amidotrizoate,Synonym(Chemicals)
diatrizoate,Sodium diatrizoate,Synonym(Chemicals)
diatrizoate,Urografin acid,Synonym(Chemicals)
diatrizoate,Urogranoic acid,Synonym(Chemicals)
PA449281,Chemical Abstracts Service:737-31-5,Cross_reference(Chemicals)
PA449281,ChemSpider:2055,Cross_reference(Chemicals)
PA449281,DrugBank:DB00271,Cross_reference(Chemicals)
PA449281,Drugs Product Database (DPD):02237155,Cross_reference(Chemicals)
PA449281,FDA Drug Label at DailyMed:02ff6501-cccc-4f7d-9988-856d4e169b0e,Cross_reference(Chemicals)
PA449281,KEGG Drug:D01013,Cross_reference(Chemicals)
PA449281,National Drug Code Directory:0407-0766-04,Cross_reference(Chemicals)
PA449281,PubChem Compound:2140,Cross_reference(Chemicals)
PA449281,PubChem Substance:46504704,Cross_reference(Chemicals)
PA449281,URL:http://en.wikipedia.org/wiki/Diatrizoate,Cross_reference(Chemicals)
PA449281,ATC:V08AA01,External_vocabulary(Chemicals)
PA449281,UMLS:C0012004,External_vocabulary(Chemicals)
PA449281,RxNorm:3319,External_vocabulary(Chemicals)
PA449281,NDFRT:N0000147805,External_vocabulary(Chemicals)
diazepam,PA449283,Name-PharmGKB_Id(Chemicals)
PA449283,diazepam,PharmGKB_Id-Name(Chemicals)
diazepam,DAP,Synonym(Chemicals)
diazepam,Methyldiazepinone,Synonym(Chemicals)
PA449283,ChEBI:CHEBI:4494,Cross_reference(Chemicals)
PA449283,ChEBI:CHEBI:49575,Cross_reference(Chemicals)
PA449283,Chemical Abstracts Service:439-14-5,Cross_reference(Chemicals)
PA449283,ChemSpider:2908,Cross_reference(Chemicals)
PA449283,DrugBank:DB00829,Cross_reference(Chemicals)
PA449283,Drugs Product Database (DPD):02247176,Cross_reference(Chemicals)
PA449283,FDA Drug Label at DailyMed:554baee5-b171-4452-a50a-41a0946f956c,Cross_reference(Chemicals)
PA449283,HET:DZP,Cross_reference(Chemicals)
PA449283,KEGG Compound:C06948,Cross_reference(Chemicals)
PA449283,KEGG Drug:D00293,Cross_reference(Chemicals)
PA449283,National Drug Code Directory:0140-0005-01,Cross_reference(Chemicals)
PA449283,PDB:DZP,Cross_reference(Chemicals)
PA449283,PubChem Compound:3016,Cross_reference(Chemicals)
PA449283,PubChem Substance:153142,Cross_reference(Chemicals)
PA449283,PubChem Substance:46505210,Cross_reference(Chemicals)
PA449283,Therapeutic Targets Database:DNC000549,Cross_reference(Chemicals)
PA449283,URL:http://en.wikipedia.org/wiki/Diazepam,Cross_reference(Chemicals)
PA449283,ATC:N05BA01,External_vocabulary(Chemicals)
PA449283,UMLS:C0012010,External_vocabulary(Chemicals)
PA449283,RxNorm:3322,External_vocabulary(Chemicals)
PA449283,NDFRT:N0000146157,External_vocabulary(Chemicals)
diazoxide,PA449285,Name-PharmGKB_Id(Chemicals)
PA449285,diazoxide,PharmGKB_Id-Name(Chemicals)
PA449285,ChEBI:CHEBI:4495,Cross_reference(Chemicals)
PA449285,Chemical Abstracts Service:364-98-7,Cross_reference(Chemicals)
PA449285,ChemSpider:2911,Cross_reference(Chemicals)
PA449285,DrugBank:DB01119,Cross_reference(Chemicals)
PA449285,Drugs Product Database (DPD):00503347,Cross_reference(Chemicals)
PA449285,IUPHAR Ligand:2409,Cross_reference(Chemicals)
PA449285,KEGG Compound:C06949,Cross_reference(Chemicals)
PA449285,KEGG Drug:D00294,Cross_reference(Chemicals)
PA449285,National Drug Code Directory:0575-6000-01,Cross_reference(Chemicals)
PA449285,PubChem Compound:3019,Cross_reference(Chemicals)
PA449285,PubChem Substance:46508027,Cross_reference(Chemicals)
PA449285,PubChem Substance:9164,Cross_reference(Chemicals)
PA449285,Therapeutic Targets Database:DAP000956,Cross_reference(Chemicals)
PA449285,URL:http://en.wikipedia.org/wiki/Diazoxide,Cross_reference(Chemicals)
PA449285,ATC:C02DA01,External_vocabulary(Chemicals)
PA449285,ATC:V03AH01,External_vocabulary(Chemicals)
PA449285,UMLS:C0012022,External_vocabulary(Chemicals)
PA449285,RxNorm:3327,External_vocabulary(Chemicals)
PA449285,NDFRT:N0000147098,External_vocabulary(Chemicals)
dibucaine,PA449286,Name-PharmGKB_Id(Chemicals)
PA449286,dibucaine,PharmGKB_Id-Name(Chemicals)
PA449286,BindingDB:50017687,Cross_reference(Chemicals)
PA449286,ChEBI:CHEBI:247956,Cross_reference(Chemicals)
PA449286,ChemSpider:2917,Cross_reference(Chemicals)
PA449286,DrugBank:DB00527,Cross_reference(Chemicals)
PA449286,Drugs Product Database (DPD):02242528,Cross_reference(Chemicals)
PA449286,KEGG Compound:C07879,Cross_reference(Chemicals)
PA449286,KEGG Drug:D00733,Cross_reference(Chemicals)
PA449286,PubChem Compound:3025,Cross_reference(Chemicals)
PA449286,PubChem Substance:10081,Cross_reference(Chemicals)
PA449286,PubChem Substance:46506734,Cross_reference(Chemicals)
PA449286,Therapeutic Targets Database:DAP000507,Cross_reference(Chemicals)
PA449286,URL:http://en.wikipedia.org/wiki/Dibucaine,Cross_reference(Chemicals)
