head,tail,relation
"Multiple Sclerosis, Chronic Progressive","Multiple Sclerosis, Primary Progressive",Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive","Multiple Sclerosis, Progressive Relapsing",Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive","Multiple Sclerosis, Remittent Progressive",Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive","Multiple Sclerosis, Secondary Progressive",Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive",Primary Progressive Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive",Progressive Relapsing Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive",Remittent Progressive Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Chronic Progressive",Secondary Progressive Multiple Sclerosis,Synonym(Phenotypes)
PA447057,MeSH:D020528,External_vocabulary(Phenotypes)
PA447057,SnoMedCT:230373008,External_vocabulary(Phenotypes)
PA447057,UMLS:C0393665,External_vocabulary(Phenotypes)
PA447057,NDFRT:N0000004163,External_vocabulary(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",PA447058,Name-PharmGKB_Id(Phenotypes)
PA447058,"Multiple Sclerosis, Relapsing-Remitting",PharmGKB_Id-Name(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Acute Relapsing Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Acute Relapsing",Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Relapsing Remitting",Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting","Multiple Sclerosis, Remitting-Relapsing",Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Relapsing Remitting Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Relapsing remitting multiple sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Relapsing-Remitting Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Remitting Relapsing Multiple Sclerosis,Synonym(Phenotypes)
"Multiple Sclerosis, Relapsing-Remitting",Remitting-Relapsing Multiple Sclerosis,Synonym(Phenotypes)
PA447058,MeSH:D020529,External_vocabulary(Phenotypes)
PA447058,SnoMedCT:426373005,External_vocabulary(Phenotypes)
PA447058,UMLS:C0751967,External_vocabulary(Phenotypes)
PA447058,MedDRA:10063399,External_vocabulary(Phenotypes)
PA447058,NDFRT:N0000004164,External_vocabulary(Phenotypes)
Multiple System Atrophy,PA446851,Name-PharmGKB_Id(Phenotypes)
PA446851,Multiple System Atrophy,PharmGKB_Id-Name(Phenotypes)
Multiple System Atrophy,"Atrophies, Multisystem",Synonym(Phenotypes)
Multiple System Atrophy,"Atrophies, Multisystemic",Synonym(Phenotypes)
Multiple System Atrophy,"Atrophy, Multiple System",Synonym(Phenotypes)
Multiple System Atrophy,"Atrophy, Multisystem",Synonym(Phenotypes)
Multiple System Atrophy,"Atrophy, Multisystemic",Synonym(Phenotypes)
Multiple System Atrophy,MSA - Multiple system atrophy,Synonym(Phenotypes)
Multiple System Atrophy,Multiple System Atrophies,Synonym(Phenotypes)
Multiple System Atrophy,Multiple System Atrophy Syndrome,Synonym(Phenotypes)
Multiple System Atrophy,Multiple system atrophy,Synonym(Phenotypes)
Multiple System Atrophy,Multisystem Atrophies,Synonym(Phenotypes)
Multiple System Atrophy,Multisystem Atrophy,Synonym(Phenotypes)
Multiple System Atrophy,Multisystemic Atrophies,Synonym(Phenotypes)
Multiple System Atrophy,Multisystemic Atrophy,Synonym(Phenotypes)
PA446851,MeSH:D019578,External_vocabulary(Phenotypes)
PA446851,SnoMedCT:230297002,External_vocabulary(Phenotypes)
PA446851,UMLS:C0393571,External_vocabulary(Phenotypes)
PA446851,MedDRA:10064060,External_vocabulary(Phenotypes)
PA446851,NDFRT:N0000003942,External_vocabulary(Phenotypes)
Multiple Trauma,PA444988,Name-PharmGKB_Id(Phenotypes)
PA444988,Multiple Trauma,PharmGKB_Id-Name(Phenotypes)
Multiple Trauma,"Injuries, Multiple",Synonym(Phenotypes)
Multiple Trauma,"Injury, Multiple",Synonym(Phenotypes)
Multiple Trauma,Multiple Injuries,Synonym(Phenotypes)
Multiple Trauma,Multiple Injury,Synonym(Phenotypes)
Multiple Trauma,Multiple Traumas,Synonym(Phenotypes)
Multiple Trauma,Multiple Wound,Synonym(Phenotypes)
Multiple Trauma,Multiple Wounds,Synonym(Phenotypes)
Multiple Trauma,Multiple injuries,Synonym(Phenotypes)
Multiple Trauma,Multiple injuries - disorder,Synonym(Phenotypes)
Multiple Trauma,Multiple wounds,Synonym(Phenotypes)
Multiple Trauma,"Trauma, Multiple",Synonym(Phenotypes)
Multiple Trauma,"Traumas, Multiple",Synonym(Phenotypes)
Multiple Trauma,"Wound, Multiple",Synonym(Phenotypes)
Multiple Trauma,"Wounds, Multiple",Synonym(Phenotypes)
PA444988,MeSH:D009104,External_vocabulary(Phenotypes)
PA444988,SnoMedCT:12835000,External_vocabulary(Phenotypes)
PA444988,SnoMedCT:262519004,External_vocabulary(Phenotypes)
PA444988,SnoMedCT:57028002,External_vocabulary(Phenotypes)
PA444988,UMLS:C0026771,External_vocabulary(Phenotypes)
PA444988,MedDRA:10028224,External_vocabulary(Phenotypes)
PA444988,NDFRT:N0000002053,External_vocabulary(Phenotypes)
Multiple lentigines syndrome,PA165108903,Name-PharmGKB_Id(Phenotypes)
PA165108903,Multiple lentigines syndrome,PharmGKB_Id-Name(Phenotypes)
Multiple lentigines syndrome,Generalised lentiginosis,Synonym(Phenotypes)
Multiple lentigines syndrome,Generalized lentiginosis,Synonym(Phenotypes)
Multiple lentigines syndrome,Leopard syndrome,Synonym(Phenotypes)
PA165108903,MeSH:D044542,External_vocabulary(Phenotypes)
PA165108903,SnoMedCT:111306001,External_vocabulary(Phenotypes)
PA165108903,UMLS:C0175704,External_vocabulary(Phenotypes)
PA165108903,MedDRA:10057210,External_vocabulary(Phenotypes)
PA165108903,NDFRT:N0000010971,External_vocabulary(Phenotypes)
Multiple personality disorder,PA165108547,Name-PharmGKB_Id(Phenotypes)
PA165108547,Multiple personality disorder,PharmGKB_Id-Name(Phenotypes)
Multiple personality disorder,Dissociative identity disorder,Synonym(Phenotypes)
PA165108547,MeSH:D009105,External_vocabulary(Phenotypes)
PA165108547,SnoMedCT:31611000,External_vocabulary(Phenotypes)
PA165108547,UMLS:C0026773,External_vocabulary(Phenotypes)
PA165108547,MedDRA:10013468,External_vocabulary(Phenotypes)
PA165108547,NDFRT:N0000002054,External_vocabulary(Phenotypes)
"Multiple pregnancy NOS, unspecified",PA165108492,Name-PharmGKB_Id(Phenotypes)
PA165108492,"Multiple pregnancy NOS, unspecified",PharmGKB_Id-Name(Phenotypes)
PA165108492,MeSH:D011272,External_vocabulary(Phenotypes)
PA165108492,SnoMedCT:199338002,External_vocabulary(Phenotypes)
PA165108492,UMLS:C0032989,External_vocabulary(Phenotypes)
PA165108492,MedDRA:10028214,External_vocabulary(Phenotypes)
Multiple sulphatase deficiency,PA165108898,Name-PharmGKB_Id(Phenotypes)
PA165108898,Multiple sulphatase deficiency,PharmGKB_Id-Name(Phenotypes)
Multiple sulphatase deficiency,"Juvenile sulfatidosis, Austin type",Synonym(Phenotypes)
Multiple sulphatase deficiency,"Juvenile sulphatidosis, Austin type",Synonym(Phenotypes)
Multiple sulphatase deficiency,Mucosulphatidosis,Synonym(Phenotypes)
PA165108898,MeSH:D052517,External_vocabulary(Phenotypes)
PA165108898,SnoMedCT:54898003,External_vocabulary(Phenotypes)
PA165108898,UMLS:C0268263,External_vocabulary(Phenotypes)
PA165108898,NDFRT:N0000181099,External_vocabulary(Phenotypes)
Multiple symmetrical lipomatosis,PA165108710,Name-PharmGKB_Id(Phenotypes)
PA165108710,Multiple symmetrical lipomatosis,PharmGKB_Id-Name(Phenotypes)
Multiple symmetrical lipomatosis,LMS - Multiple symmetrical lipomatosis,Synonym(Phenotypes)
Multiple symmetrical lipomatosis,Neonatal progeroid syndrome of Wiedemann-Rautenstrauch,Synonym(Phenotypes)
PA165108710,MeSH:D008069,External_vocabulary(Phenotypes)
PA165108710,SnoMedCT:238902007,External_vocabulary(Phenotypes)
PA165108710,UMLS:C0023804,External_vocabulary(Phenotypes)
PA165108710,NDFRT:N0000001856,External_vocabulary(Phenotypes)
Multiple synostosis syndrome,PA145007166,Name-PharmGKB_Id(Phenotypes)
PA145007166,Multiple synostosis syndrome,PharmGKB_Id-Name(Phenotypes)
Multiple synostosis syndrome,Multiple-Synostosis Syndrome,Synonym(Phenotypes)
PA145007166,SnoMedCT:62628008,External_vocabulary(Phenotypes)
PA145007166,UMLS:C0175700,External_vocabulary(Phenotypes)
Mumps,PA444989,Name-PharmGKB_Id(Phenotypes)
PA444989,Mumps,PharmGKB_Id-Name(Phenotypes)
Mumps,Epidemic Parotitides,Synonym(Phenotypes)
Mumps,Epidemic Parotitis,Synonym(Phenotypes)
Mumps,Epidemic parotitis,Synonym(Phenotypes)
Mumps,Infectious parotitis,Synonym(Phenotypes)
Mumps,Mumps parotitis,Synonym(Phenotypes)
Mumps,Mumps without mention of complication,Synonym(Phenotypes)
Mumps,"Mumps, NOS",Synonym(Phenotypes)
Mumps,"Parotitides, Epidemic",Synonym(Phenotypes)
Mumps,"Parotitis, Epidemic",Synonym(Phenotypes)
PA444989,MeSH:D009107,External_vocabulary(Phenotypes)
PA444989,SnoMedCT:240526004,External_vocabulary(Phenotypes)
PA444989,SnoMedCT:36989005,External_vocabulary(Phenotypes)
PA444989,UMLS:C0026780,External_vocabulary(Phenotypes)
PA444989,MedDRA:10009300,External_vocabulary(Phenotypes)
PA444989,NDFRT:N0000002055,External_vocabulary(Phenotypes)
Munchausen's syndrome,PA165108196,Name-PharmGKB_Id(Phenotypes)
PA165108196,Munchausen's syndrome,PharmGKB_Id-Name(Phenotypes)
Munchausen's syndrome,Munchausen's syndrome,Synonym(Phenotypes)
Munchausen's syndrome,Peregrinating patient,Synonym(Phenotypes)
PA165108196,MeSH:D009110,External_vocabulary(Phenotypes)
PA165108196,SnoMedCT:21586000,External_vocabulary(Phenotypes)
PA165108196,UMLS:C0026785,External_vocabulary(Phenotypes)
PA165108196,MedDRA:10028279,External_vocabulary(Phenotypes)
PA165108196,NDFRT:N0000002056,External_vocabulary(Phenotypes)
Murine typhus,PA165108477,Name-PharmGKB_Id(Phenotypes)
PA165108477,Murine typhus,PharmGKB_Id-Name(Phenotypes)
Murine typhus,Endemic typhus,Synonym(Phenotypes)
Murine typhus,Flea typhus,Synonym(Phenotypes)
Murine typhus,Murine endemic flea typhus,Synonym(Phenotypes)
Murine typhus,Typhus due to Rickettsia typhi,Synonym(Phenotypes)
Murine typhus,Urban typhus,Synonym(Phenotypes)
PA165108477,MeSH:D014437,External_vocabulary(Phenotypes)
PA165108477,SnoMedCT:25668000,External_vocabulary(Phenotypes)
PA165108477,UMLS:C0041472,External_vocabulary(Phenotypes)
PA165108477,MedDRA:10028281,External_vocabulary(Phenotypes)
PA165108477,NDFRT:N0000003060,External_vocabulary(Phenotypes)
Muscle Cramp,PA444990,Name-PharmGKB_Id(Phenotypes)
PA444990,Muscle Cramp,PharmGKB_Id-Name(Phenotypes)
Muscle Cramp,Cramp,Synonym(Phenotypes)
Muscle Cramp,"Cramp, Limb",Synonym(Phenotypes)
Muscle Cramp,"Cramp, Muscle",Synonym(Phenotypes)
Muscle Cramp,"Cramp, Muscular",Synonym(Phenotypes)
Muscle Cramp,"Cramp, NOS",Synonym(Phenotypes)
Muscle Cramp,Cramps,Synonym(Phenotypes)
Muscle Cramp,"Cramps, Limb",Synonym(Phenotypes)
Muscle Cramp,"Cramps, Muscle",Synonym(Phenotypes)
Muscle Cramp,"Cramps, Muscular",Synonym(Phenotypes)
Muscle Cramp,Limb Cramp,Synonym(Phenotypes)
Muscle Cramp,Limb Cramps,Synonym(Phenotypes)
Muscle Cramp,Muscle Cramps,Synonym(Phenotypes)
Muscle Cramp,Muscular Cramp,Synonym(Phenotypes)
Muscle Cramp,Muscular Cramps,Synonym(Phenotypes)
PA444990,MeSH:D009120,External_vocabulary(Phenotypes)
PA444990,SnoMedCT:55300003,External_vocabulary(Phenotypes)
PA444990,UMLS:C0026821,External_vocabulary(Phenotypes)
PA444990,MedDRA:10011285,External_vocabulary(Phenotypes)
PA444990,NDFRT:N0000002057,External_vocabulary(Phenotypes)
Muscle Glycogen Storage Disease 0,PA153627690,Name-PharmGKB_Id(Phenotypes)
PA153627690,Muscle Glycogen Storage Disease 0,PharmGKB_Id-Name(Phenotypes)
Muscle Glycogen Storage Disease 0,Muscle Glycogen Storage Disease 0,Synonym(Phenotypes)
PA153627690,MeSH:D005405,External_vocabulary(Phenotypes)
Muscle Hypotonia,PA444992,Name-PharmGKB_Id(Phenotypes)
PA444992,Muscle Hypotonia,PharmGKB_Id-Name(Phenotypes)
Muscle Hypotonia,Decreased Muscle Tone,Synonym(Phenotypes)
Muscle Hypotonia,Decreased muscle tone,Synonym(Phenotypes)
Muscle Hypotonia,Flaccid Muscle Tone,Synonym(Phenotypes)
Muscle Hypotonia,"Flaccidity, Muscle",Synonym(Phenotypes)
Muscle Hypotonia,"Flaccidity, Muscular",Synonym(Phenotypes)
Muscle Hypotonia,Floppy Muscle,Synonym(Phenotypes)
Muscle Hypotonia,Floppy Muscles,Synonym(Phenotypes)
Muscle Hypotonia,Hypomyotonia,Synonym(Phenotypes)
Muscle Hypotonia,Hypotonia,Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonia, Muscle",Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonia, Muscular",Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonia, Neonatal",Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonia, Unilateral",Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonias, Neonatal",Synonym(Phenotypes)
Muscle Hypotonia,"Hypotonias, Unilateral",Synonym(Phenotypes)
Muscle Hypotonia,Hypotonus,Synonym(Phenotypes)
Muscle Hypotonia,"Hypotony, Muscle",Synonym(Phenotypes)
Muscle Hypotonia,Loose muscle tone,Synonym(Phenotypes)
Muscle Hypotonia,Muscle Flaccidity,Synonym(Phenotypes)
Muscle Hypotonia,Muscle Hypotony,Synonym(Phenotypes)
Muscle Hypotonia,Muscle Tone Atonic,Synonym(Phenotypes)
Muscle Hypotonia,Muscle Tone Atonics,Synonym(Phenotypes)
Muscle Hypotonia,Muscle Tone Poor,Synonym(Phenotypes)
Muscle Hypotonia,"Muscle Tone, Decreased",Synonym(Phenotypes)
Muscle Hypotonia,"Muscle Tone, Flaccid",Synonym(Phenotypes)
Muscle Hypotonia,Muscle hypotonia,Synonym(Phenotypes)
Muscle Hypotonia,Muscle hypotonicity,Synonym(Phenotypes)
Muscle Hypotonia,"Muscle, Floppy",Synonym(Phenotypes)
Muscle Hypotonia,"Muscles, Floppy",Synonym(Phenotypes)
Muscle Hypotonia,Muscular Flaccidities,Synonym(Phenotypes)
Muscle Hypotonia,Muscular Flaccidity,Synonym(Phenotypes)
Muscle Hypotonia,Muscular Hypotonia,Synonym(Phenotypes)
Muscle Hypotonia,Neonatal Hypotonia,Synonym(Phenotypes)
Muscle Hypotonia,Neonatal Hypotonias,Synonym(Phenotypes)
Muscle Hypotonia,Poor muscle tone,Synonym(Phenotypes)
Muscle Hypotonia,"Tone Atonic, Muscle",Synonym(Phenotypes)
Muscle Hypotonia,"Tone Poor, Muscle",Synonym(Phenotypes)
Muscle Hypotonia,Unilateral Hypotonia,Synonym(Phenotypes)
PA444992,MeSH:D009123,External_vocabulary(Phenotypes)
PA444992,SnoMedCT:398151007,External_vocabulary(Phenotypes)
PA444992,SnoMedCT:398152000,External_vocabulary(Phenotypes)
PA444992,UMLS:C0026827,External_vocabulary(Phenotypes)
PA444992,MedDRA:10011973,External_vocabulary(Phenotypes)
PA444992,NDFRT:N0000002059,External_vocabulary(Phenotypes)
Muscle Neoplasms,PA446796,Name-PharmGKB_Id(Phenotypes)
PA446796,Muscle Neoplasms,PharmGKB_Id-Name(Phenotypes)
Muscle Neoplasms,Cancer of Muscle,Synonym(Phenotypes)
Muscle Neoplasms,Cancer of the Muscle,Synonym(Phenotypes)
Muscle Neoplasms,"Cancer, Muscle",Synonym(Phenotypes)
Muscle Neoplasms,"Cancers, Muscle",Synonym(Phenotypes)
Muscle Neoplasms,Muscle Cancer,Synonym(Phenotypes)
Muscle Neoplasms,Muscle Cancers,Synonym(Phenotypes)
Muscle Neoplasms,Muscle Neoplasm,Synonym(Phenotypes)
Muscle Neoplasms,Myomatous neoplasm,Synonym(Phenotypes)
Muscle Neoplasms,"Neoplasm, Muscle",Synonym(Phenotypes)
Muscle Neoplasms,"Neoplasms, Muscle",Synonym(Phenotypes)
Muscle Neoplasms,Soft tissue tumor of muscle differentiation,Synonym(Phenotypes)
Muscle Neoplasms,Soft tissue tumour of muscle differentiation,Synonym(Phenotypes)
Muscle Neoplasms,Tumor of muscle,Synonym(Phenotypes)
Muscle Neoplasms,Tumour of muscle,Synonym(Phenotypes)
PA446796,MeSH:D019042,External_vocabulary(Phenotypes)
PA446796,SnoMedCT:115228006,External_vocabulary(Phenotypes)
PA446796,SnoMedCT:126616000,External_vocabulary(Phenotypes)
PA446796,UMLS:C0282606,External_vocabulary(Phenotypes)
PA446796,NDFRT:N0000003886,External_vocabulary(Phenotypes)
Muscle Rigidity,PA444993,Name-PharmGKB_Id(Phenotypes)
PA444993,Muscle Rigidity,PharmGKB_Id-Name(Phenotypes)
Muscle Rigidity,Catatonic Rigidity,Synonym(Phenotypes)
Muscle Rigidity,Cogwheel Rigidities,Synonym(Phenotypes)
Muscle Rigidity,Cogwheel Rigidity,Synonym(Phenotypes)
Muscle Rigidity,Extensor Rigidity,Synonym(Phenotypes)
Muscle Rigidity,Extrapyramidal Rigidity,Synonym(Phenotypes)
Muscle Rigidity,Gegenhalten,Synonym(Phenotypes)
Muscle Rigidity,Gegenhaltens,Synonym(Phenotypes)
Muscle Rigidity,Muscle stiffness,Synonym(Phenotypes)
Muscle Rigidity,Muscular Rigidity,Synonym(Phenotypes)
Muscle Rigidity,Muscular stiffness,Synonym(Phenotypes)
Muscle Rigidity,Nuchal Rigidity,Synonym(Phenotypes)
Muscle Rigidity,"Rigidities, Cogwheel",Synonym(Phenotypes)
Muscle Rigidity,Rigidity,Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Catatonic",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Cogwheel",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Extensor",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Extrapyramidal",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Muscle",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Muscular",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, NOS",Synonym(Phenotypes)
Muscle Rigidity,"Rigidity, Nuchal",Synonym(Phenotypes)
PA444993,MeSH:D009127,External_vocabulary(Phenotypes)
PA444993,SnoMedCT:16046003,External_vocabulary(Phenotypes)
PA444993,UMLS:C0026837,External_vocabulary(Phenotypes)
PA444993,MedDRA:10028330,External_vocabulary(Phenotypes)
PA444993,NDFRT:N0000002060,External_vocabulary(Phenotypes)
Muscle Spasticity,PA444994,Name-PharmGKB_Id(Phenotypes)
PA444994,Muscle Spasticity,PharmGKB_Id-Name(Phenotypes)
Muscle Spasticity,Clasp Knife Spasticity,Synonym(Phenotypes)
Muscle Spasticity,Clasp-Knife Spasticity,Synonym(Phenotypes)
Muscle Spasticity,Muscle spasm - tone,Synonym(Phenotypes)
Muscle Spasticity,Muscle spasticity,Synonym(Phenotypes)
Muscle Spasticity,Muscular spasticity,Synonym(Phenotypes)
Muscle Spasticity,Spastic,Synonym(Phenotypes)
Muscle Spasticity,Spasticity,Synonym(Phenotypes)
Muscle Spasticity,"Spasticity, Clasp-Knife",Synonym(Phenotypes)
Muscle Spasticity,"Spasticity, Muscle",Synonym(Phenotypes)
PA444994,MeSH:D009128,External_vocabulary(Phenotypes)
PA444994,SnoMedCT:221360009,External_vocabulary(Phenotypes)
PA444994,SnoMedCT:397790002,External_vocabulary(Phenotypes)
PA444994,UMLS:C0026838,External_vocabulary(Phenotypes)
PA444994,MedDRA:10028335,External_vocabulary(Phenotypes)
PA444994,NDFRT:N0000002061,External_vocabulary(Phenotypes)
Muscle Weakness,PA446788,Name-PharmGKB_Id(Phenotypes)
PA446788,Muscle Weakness,PharmGKB_Id-Name(Phenotypes)
Muscle Weakness,Incomplete paralysis,Synonym(Phenotypes)
Muscle Weakness,Muscle Weaknesses,Synonym(Phenotypes)
Muscle Weakness,Muscle weakness,Synonym(Phenotypes)
Muscle Weakness,Muscular Weakness,Synonym(Phenotypes)
Muscle Weakness,Muscular Weaknesses,Synonym(Phenotypes)
Muscle Weakness,Paresis,Synonym(Phenotypes)
Muscle Weakness,"Paresis, NOS",Synonym(Phenotypes)
Muscle Weakness,"Weakness, Muscle",Synonym(Phenotypes)
Muscle Weakness,"Weakness, Muscular",Synonym(Phenotypes)
Muscle Weakness,"Weaknesses, Muscle",Synonym(Phenotypes)
Muscle Weakness,"Weaknesses, Muscular",Synonym(Phenotypes)
PA446788,MeSH:D018908,External_vocabulary(Phenotypes)
PA446788,SnoMedCT:26544005,External_vocabulary(Phenotypes)
PA446788,UMLS:C0151786,External_vocabulary(Phenotypes)
PA446788,MedDRA:10028350,External_vocabulary(Phenotypes)
PA446788,NDFRT:N0000003878,External_vocabulary(Phenotypes)
Muscle phosphofructokinase deficiency,PA165109117,Name-PharmGKB_Id(Phenotypes)
PA165109117,Muscle phosphofructokinase deficiency,PharmGKB_Id-Name(Phenotypes)
Muscle phosphofructokinase deficiency,PFK - Muscle phosphofructokinase deficiency,Synonym(Phenotypes)
Muscle phosphofructokinase deficiency,Tauri disease,Synonym(Phenotypes)
PA165109117,MeSH:D006014,External_vocabulary(Phenotypes)
PA165109117,SnoMedCT:234406005,External_vocabulary(Phenotypes)
PA165109117,UMLS:C0017926,External_vocabulary(Phenotypes)
PA165109117,MedDRA:10053241,External_vocabulary(Phenotypes)
PA165109117,NDFRT:N0000001367,External_vocabulary(Phenotypes)
Muscular Atrophy,PA444995,Name-PharmGKB_Id(Phenotypes)
PA444995,Muscular Atrophy,PharmGKB_Id-Name(Phenotypes)
Muscular Atrophy,Amyotrophia,Synonym(Phenotypes)
Muscular Atrophy,Amyotrophy,Synonym(Phenotypes)
Muscular Atrophy,"Atrophies, Muscle",Synonym(Phenotypes)
Muscular Atrophy,"Atrophies, Muscular",Synonym(Phenotypes)
Muscular Atrophy,"Atrophies, Neurogenic Muscular",Synonym(Phenotypes)
Muscular Atrophy,"Atrophies, Neurotrophic Muscular",Synonym(Phenotypes)
Muscular Atrophy,"Atrophy, Muscle",Synonym(Phenotypes)
Muscular Atrophy,"Atrophy, Muscular",Synonym(Phenotypes)
Muscular Atrophy,"Atrophy, Neurogenic Muscular",Synonym(Phenotypes)
Muscular Atrophy,"Atrophy, Neurotrophic Muscular",Synonym(Phenotypes)
Muscular Atrophy,Muscle Atrophies,Synonym(Phenotypes)
Muscular Atrophy,Muscle Atrophy,Synonym(Phenotypes)
Muscular Atrophy,Muscle atrophy,Synonym(Phenotypes)
Muscular Atrophy,Muscle thinning,Synonym(Phenotypes)
Muscular Atrophy,Muscular Atrophies,Synonym(Phenotypes)
Muscular Atrophy,"Muscular Atrophies, Neurogenic",Synonym(Phenotypes)
Muscular Atrophy,"Muscular Atrophies, Neurotrophic",Synonym(Phenotypes)
Muscular Atrophy,"Muscular Atrophy, Neurogenic",Synonym(Phenotypes)
Muscular Atrophy,"Muscular Atrophy, Neurotrophic",Synonym(Phenotypes)
Muscular Atrophy,Neurogenic Muscular Atrophies,Synonym(Phenotypes)
Muscular Atrophy,Neurogenic Muscular Atrophy,Synonym(Phenotypes)
Muscular Atrophy,Neurotrophic Muscular Atrophies,Synonym(Phenotypes)
Muscular Atrophy,Neurotrophic Muscular Atrophy,Synonym(Phenotypes)
PA444995,MeSH:D009133,External_vocabulary(Phenotypes)
PA444995,SnoMedCT:203036002,External_vocabulary(Phenotypes)
PA444995,SnoMedCT:88092000,External_vocabulary(Phenotypes)
PA444995,UMLS:C0026846,External_vocabulary(Phenotypes)
PA444995,MedDRA:10002027,External_vocabulary(Phenotypes)
PA444995,NDFRT:N0000002062,External_vocabulary(Phenotypes)
"Muscular Atrophy, Spinal",PA444996,Name-PharmGKB_Id(Phenotypes)
PA444996,"Muscular Atrophy, Spinal",PharmGKB_Id-Name(Phenotypes)
"Muscular Atrophy, Spinal",Adult Spinal Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Atrophies, X-Linked Bulbo-Spinal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Atrophy, Myelopathic Muscular",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Atrophy, Spinal Muscular",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Atrophy, X-Linked Bulbo-Spinal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Bulbo Spinal Atrophy, X Linked",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Bulbo-Spinal Atrophies, X-Linked",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Bulbo-Spinal Atrophy, X-Linked",Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Bulbospinal Neuronopathies,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Bulbospinal Neuronopathy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Distal Spinal Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Kennedy Syndrome,Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Muscular Atrophy, Myelopathic",Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Myelopathic Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Myelopathic Muscular Atrophy, Progressive",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Neuronopathies, Bulbospinal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Neuronopathy, Bulbospinal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Oculopharyngeal Spinal Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Progressive Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Progressive Myelopathic Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Progressive Proximal Myelopathic Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Proximal Myelopathic Muscular Atrophy, Progressive",Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Scapuloperoneal Form of Spinal Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Spinal Muscular Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Spinal Muscular Atrophy, Distal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Spinal Muscular Atrophy, Oculopharyngeal",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Spinal Muscular Atrophy, Scapuloperoneal Form",Synonym(Phenotypes)
"Muscular Atrophy, Spinal","Syndrome, Kennedy",Synonym(Phenotypes)
"Muscular Atrophy, Spinal",Unspecified spinal muscular atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",X Linked Bulbo Spinal Atrophy,Synonym(Phenotypes)
"Muscular Atrophy, Spinal",X-Linked Bulbo-Spinal Atrophies,Synonym(Phenotypes)
