PharmGKB_Id,Name,Alternate_names,Cross-reference,External_Vocabulary
PharmGKB:PA444748,Lesch-Nyhan Syndrome,"[""""""Choreoathetosis Self Mutilation Hyperuricemia Syndrome"""""",""""""Choreoathetosis Self-Mutilation Hyperuricemia Syndrome"""""",""""""Choreoathetosis self-mutilation syndrome"""""",""""""Complete HGPRT Deficiency Disease"""""",""""""Complete HGPRT deficiency"""""",""""""Complete hypoxanthine-guanine phosphoribosyltransferase deficiency"""""",""""""Deficiency Disease, Complete HGPRT"""""",""""""Deficiency Disease, Hypoxanthine Phosphoribosyl Transferase"""""",""""""Deficiency Disease, Hypoxanthine-Phosphoribosyl-Transferase"""""",""""""Deficiency Diseases, Hypoxanthine-Phosphoribosyl-Transferase"""""",""""""Deficiency of IMP pyrophosphorylase"""""",""""""Deficiency of guanine phosphoribosyltransferase"""""",""""""Deficiency of hypoxanthine phosphoribosyltransferase"""""",""""""Deficiency of hypoxanthine-guanine phosphoribosyltransferase"""""",""""""Disease, Hypoxanthine-Phosphoribosyl-Transferase Deficiency"""""",""""""Disease, Lesch-Nyhan"""""",""""""Diseases, Hypoxanthine-Phosphoribosyl-Transferase Deficiency"""""",""""""HGPRT Deficiency Disease, Complete"""""",""""""HGPRT deficiency"""""",""""""Hypoxanthine Phosphoribosyl Transferase Deficiency Disease"""""",""""""Hypoxanthine-Phosphoribosyl-Transferase Deficiency Disease"""""",""""""Hypoxanthine-Phosphoribosyl-Transferase Deficiency Diseases"""""",""""""Hypoxanthine-guanine phosphoribosyltransferase deficiency"""""",""""""Lesch Nyhan Disease"""""",""""""Lesch Nyhan Syndrome"""""",""""""Lesch-Nyhan Disease"""""",""""""Lesch-Nyhan disease"""""",""""""Lesch-Nyhan syndrome"""""",""""""Total HGPRT deficiency"""""",""""""X-linked hyperuricaemia"""""",""""""X-linked hyperuricemia""""""]","[""""""""""""]","[""""""MeSH:D007926"""""",""""""SnoMedCT:10406007"""""",""""""SnoMedCT:124275001"""""",""""""UMLS:C0023374"""""",""""""MedDRA:10024245"""""",""""""NDFRT:N0000001813""""""]"
PharmGKB:PA152545809,Lethal Congenital Contractual Syndrome Type 2,"[""""""""""""]","[""""""""""""]","[""""""""""""]"
PharmGKB:PA152545810,Lethal Congenital Contractual Syndrome Type 3,"[""""""""""""]","[""""""""""""]","[""""""""""""]"
PharmGKB:PA165108764,Lethal midline granuloma,"[""""""Lethal midline granuloma of face""""""]","[""""""""""""]","[""""""MeSH:D006103"""""",""""""SnoMedCT:58961005"""""",""""""UMLS:C0018197"""""",""""""MedDRA:10021233"""""",""""""NDFRT:N0000001389""""""]"
PharmGKB:PA165108720,Leucoplakia of penis,"[""""""Kraurosis of penis"""""",""""""Leukoplakia of penis""""""]","[""""""""""""]","[""""""MeSH:D052798"""""",""""""SnoMedCT:3323003"""""",""""""UMLS:C0022782"""""",""""""MedDRA:10024394"""""",""""""NDFRT:N0000181026""""""]"
PharmGKB:PA444750,Leukemia,"[""""""Aleukemic leukemia [obs]"""""",""""""Leukaemia"""""",""""""Leukaemia NOS"""""",""""""Leukaemia, NOS"""""",""""""Leukaemia, no ICD-O subtype"""""",""""""Leukemia NOS"""""",""""""Leukemia, NOS"""""",""""""Leukemia, NOS, without mention of remission"""""",""""""Leukemias""""""]","[""""""""""""]","[""""""MeSH:D007938"""""",""""""SnoMedCT:188762002"""""",""""""SnoMedCT:188767008"""""",""""""SnoMedCT:87163000"""""",""""""SnoMedCT:93143009"""""",""""""UMLS:C0023418"""""",""""""MedDRA:10024288"""""",""""""NDFRT:N0000001815""""""]"
PharmGKB:PA444751,Leukemia L1210,"[""""""L 1210, Leukemia"""""",""""""L1210, Leukemia"""""",""""""Leukemia L 1210""""""]","[""""""""""""]","[""""""MeSH:D007939"""""",""""""UMLS:C0023420"""""",""""""NDFRT:N0000001816""""""]"
PharmGKB:PA446156,"Leukemia, B-Cell","[""""""B Cell Leukemia"""""",""""""B Lymphocytic Leukemia"""""",""""""B-Cell Leukemia"""""",""""""B-Cell Leukemias"""""",""""""B-Cell Lymphocytic Leukemia"""""",""""""B-Cell Lymphocytic Leukemias"""""",""""""B-Lymphocytic Leukemia"""""",""""""B-Lymphocytic Leukemias"""""",""""""Leukemia, B Cell"""""",""""""Leukemia, B-Cell Lymphocytic"""""",""""""Leukemia, B-Lymphocytic"""""",""""""Leukemia, Lymphocytic, B Cell"""""",""""""Leukemia, Lymphocytic, B-Cell"""""",""""""Leukemias, B-Cell"""""",""""""Leukemias, B-Cell Lymphocytic"""""",""""""Leukemias, B-Lymphocytic"""""",""""""Lymphocytic Leukemia, B Cell"""""",""""""Lymphocytic Leukemia, B-Cell"""""",""""""Lymphocytic Leukemias, B-Cell""""""]","[""""""""""""]","[""""""MeSH:D015448"""""",""""""UMLS:C2004493"""""",""""""NDFRT:N0000003246""""""]"
PharmGKB:PA446157,"Leukemia, B-Cell, Acute","[""""""Acute B-Cell Leukemia"""""",""""""Acute B-Cell Leukemias"""""",""""""Acute B-Lymphocytic Leukemia"""""",""""""Acute B-Lymphocytic Leukemias"""""",""""""Acute lymphoblastic leukaemia, Burkitt's type"""""",""""""Acute lymphoblastic leukaemia, mature B-cell type"""""",""""""Acute lymphoblastic leukemia, Burkitt's type"""""",""""""Acute lymphoblastic leukemia, mature B-cell type"""""",""""""B Cell Leukemia, Acute"""""",""""""B Lymphocytic Leukemia, Acute"""""",""""""B-ALL"""""",""""""B-Cell Leukemia, Acute"""""",""""""B-Cell Leukemias, Acute"""""",""""""B-Lymphocytic Leukemia, Acute"""""",""""""B-Lymphocytic Leukemias, Acute"""""",""""""BL - Burkitt's lymphoma"""""",""""""Burkitt Leukemia"""""",""""""Burkitt cell leukaemia"""""",""""""Burkitt cell leukemia"""""",""""""Burkitt lymphoma/leukaemia"""""",""""""Burkitt lymphoma/leukemia"""""",""""""Burkitt's Leukemia"""""",""""""Burkitt's cell leukaemia"""""",""""""Burkitt's cell leukemia"""""",""""""Burkitt's lymphoma"""""",""""""Burkitt's lymphoma (clinical)"""""",""""""Burkitt's lymphoma - disorder"""""",""""""Burkitt's lymphoma NOS"""""",""""""Burkitt's tumor"""""",""""""Burkitt's tumor [obs]"""""",""""""Burkitt's tumour"""""",""""""Burkitt's type malignant lymphoma - small non-cleaved"""""",""""""Burkitt's type malignant lymphoma - undifferentiated"""""",""""""Burkitts Leukemia"""""",""""""FAB L3 [obs]"""""",""""""L3 Lymphocytic Leukemia"""""",""""""L3 Lymphocytic Leukemias"""""",""""""Leukemia, Acute B-Cell"""""",""""""Leukemia, Acute B-Lymphocytic"""""",""""""Leukemia, B-Cell, Acute"""""",""""""Leukemia, Burkitt"""""",""""""Leukemia, Burkitt's"""""",""""""Leukemia, L3 Lymphocytic"""""",""""""Leukemia, Lymphoblastic, Burkitt-Type"""""",""""""Leukemia, Lymphocytic, Acute, B Cell"""""",""""""Leukemia, Lymphocytic, Acute, B-Cell"""""",""""""Leukemia, Lymphocytic, L3"""""",""""""Leukemias, Acute B-Cell"""""",""""""Leukemias, Acute B-Lymphocytic"""""",""""""Leukemias, L3 Lymphocytic"""""",""""""Lymphocytic Leukemia, B Cell, Acute"""""",""""""Lymphocytic Leukemia, B-Cell, Acute"""""",""""""Lymphocytic Leukemia, L3"""""",""""""Lymphocytic Leukemias, L3"""""",""""""[M]Burkitt's tumour""""""]","[""""""""""""]","[""""""MeSH:D002051"""""",""""""SnoMedCT:118617000"""""",""""""SnoMedCT:188509006"""""",""""""SnoMedCT:188518008"""""",""""""SnoMedCT:22197008"""""",""""""SnoMedCT:397400006"""""",""""""SnoMedCT:77381001"""""",""""""UMLS:C0006413""""""]"
PharmGKB:PA166048910,"Leukemia, Basophilic, Acute","[""""""""""""]","[""""""""""""]","[""""""NDFRT:N0000003268""""""]"
PharmGKB:PA446163,"Leukemia, Biphenotypic, Acute","[""""""Acute bilineal leukaemia"""""",""""""Acute bilineal leukemia"""""",""""""Acute biphenotypic leukaemia"""""",""""""Acute biphenotypic leukemia"""""",""""""Acute mixed lineage leukaemia"""""",""""""Acute mixed lineage leukemia"""""",""""""B and T Cell Acute Lymphoblastic Leukemia"""""",""""""B and T Cell Leukemia, Acute"""""",""""""B- and T-Cell Acute Lymphoblastic Leukemia"""""",""""""B- and T-Cell Leukemia, Acute"""""",""""""Leukemia, Lymphocytic, Acute, Mixed Cell"""""",""""""Leukemia, Lymphocytic, Acute, Mixed-Cell"""""",""""""Leukemia, Mixed Cell"""""",""""""Leukemia, Mixed, B and T Cell"""""",""""""Leukemia, Mixed, B- and T-Cell"""""",""""""Leukemia, Mixed-Cell"""""",""""""Leukemias, Mixed-Cell"""""",""""""Lymphocytic Leukemia, Acute, B and T Cell"""""",""""""Lymphocytic Leukemia, Acute, B- and T-Cell"""""",""""""Mixed-Cell Leukemia"""""",""""""Mixed-Cell Leukemias""""""]","[""""""""""""]","[""""""MeSH:D015456"""""",""""""SnoMedCT:128818009"""""",""""""SnoMedCT:278453007"""""",""""""UMLS:C0023464"""""",""""""MedDRA:10067399"""""",""""""NDFRT:N0000003253""""""]"
PharmGKB:PA446179,"Leukemia, Eosinophilic, Acute","[""""""Acute Eosinophilic Leukemia"""""",""""""Acute Eosinophilic Leukemias"""""",""""""Acute eosinophilic leukemia"""""",""""""Eosinophilic Leukemia, Acute"""""",""""""Eosinophilic Leukemias, Acute"""""",""""""Leukemia, Acute Eosinophilic"""""",""""""Leukemias, Acute Eosinophilic""""""]","[""""""""""""]","[""""""MeSH:D015472"""""",""""""SnoMedCT:277604002"""""",""""""UMLS:C0023439"""""",""""""NDFRT:N0000003269""""""]"
PharmGKB:PA444090,"Leukemia, Erythroblastic, Acute","[""""""AML M6"""""",""""""Acute Erythroblastic Leukemia"""""",""""""Acute Erythroblastic Leukemias"""""",""""""Acute erythraemic myelosis [obs]"""""",""""""Acute erythremia [obs]"""""",""""""Acute erythremic myelosis [obs]"""""",""""""Acute erythroid leukaemia"""""",""""""Acute erythroid leukemia"""""",""""""Acute myeloid leukaemia, M6 type"""""",""""""Acute myeloid leukemia, M6 type"""""",""""""Di Guglielmo Disease"""""",""""""Di Guglielmo disease [obs]"""""",""""""Di Guglielmo's Disease"""""",""""""Di Guglielmo's disease"""""",""""""Di Guglielmos Disease"""""",""""""Disease, Di Guglielmo"""""",""""""Disease, Di Guglielmo's"""""",""""""Erythraemic myelosis"""""",""""""Erythremic Myeloses"""""",""""""Erythremic Myelosis"""""",""""""Erythremic myelosis"""""",""""""Erythremic myelosis, NOS"""""",""""""Erythroblastic Leukemia, Acute"""""",""""""Erythroblastic Leukemias, Acute"""""",""""""Erythroleukaemia"""""",""""""Erythroleukemia"""""",""""""Erythroleukemias"""""",""""""FAB M6"""""",""""""Leukemia, Acute Erythroblastic"""""",""""""Leukemia, Myeloid, Acute, M6"""""",""""""Leukemias, Acute Erythroblastic"""""",""""""M6 - Acute erythroleukaemia"""""",""""""Myeloid Leukemia, Acute, M6"""""",""""""Myeloses, Erythremic"""""",""""""Myelosis, Erythremic"""""",""""""[M]Erythroleukaemia"""""",""""""[M]Erythroleukemia""""""]","[""""""""""""]","[""""""MeSH:D004915"""""",""""""SnoMedCT:14317002"""""",""""""SnoMedCT:93451002"""""",""""""UMLS:C0023440"""""",""""""MedDRA:10000739"""""",""""""NDFRT:N0000001151""""""]"
PharmGKB:PA444754,"Leukemia, Experimental","[""""""Experimental Leukemia"""""",""""""Experimental Leukemias"""""",""""""Leukemias, Experimental""""""]","[""""""""""""]","[""""""MeSH:D007942"""""",""""""UMLS:C0023441"""""",""""""NDFRT:N0000001819""""""]"
PharmGKB:PA446350,"Leukemia, Feline","[""""""Feline Leukemia"""""",""""""Feline Leukemias"""""",""""""Feline leukaemia virus infection"""""",""""""Feline leukemia virus infection"""""",""""""Feline lymphosarcoma AND/OR leukaemia"""""",""""""Feline lymphosarcoma AND/OR leukemia"""""",""""""Feline lymphosarcoma and leukemia"""""",""""""Feline visceral lymphoma AND/OR leukaemia"""""",""""""Leukemias, Feline""""""]","[""""""""""""]","[""""""MeSH:D016582"""""",""""""SnoMedCT:2072005"""""",""""""UMLS:C0085164"""""",""""""NDFRT:N0000003440""""""]"
PharmGKB:PA444755,"Leukemia, Hairy Cell","[""""""HCL - Hairy cell leukaemia"""""",""""""Hairy Cell Leukemia"""""",""""""Hairy Cell Leukemias"""""",""""""Hairy cell leukaemia"""""",""""""Hairy cell leukaemia (clinical)"""""",""""""Hairy cell leukemia"""""",""""""LRE - Leukaemic reticuloendotheliosis"""""",""""""LRE - Leukemic reticuloendotheliosis"""""",""""""Leukaemic reticuloendotheliosis"""""",""""""Leukaemic reticuloendotheliosis (clinical) [obs]"""""",""""""Leukaemic reticuloendotheliosis NOS"""""",""""""Leukemias, Hairy Cell"""""",""""""Leukemic Reticuloendothelioses"""""",""""""Leukemic Reticuloendotheliosis"""""",""""""Leukemic reticuloendotheliosis"""""",""""""Leukemic reticuloendotheliosis (clinical) [obs]"""""",""""""Leukemic reticuloendotheliosis of unspecified sites"""""",""""""Reticuloendothelioses, Leukemic"""""",""""""Reticuloendotheliosis, Leukemic"""""",""""""[M]Hairy cell leukemia""""""]","[""""""""""""]","[""""""MeSH:D007943"""""",""""""SnoMedCT:118613001"""""",""""""SnoMedCT:188644003"""""",""""""SnoMedCT:188653005"""""",""""""SnoMedCT:54087003"""""",""""""UMLS:C0023443"""""",""""""MedDRA:10019053"""""",""""""NDFRT:N0000001820""""""]"
PharmGKB:PA446169,"Leukemia, Lymphocytic, Chronic, B-Cell","[""""""B Cell Leukemia, Chronic"""""",""""""B Lymphocytic Leukemia, Chronic"""""",""""""B-CLL - B-cell chronic lymphocytic leukaemia"""""",""""""B-CLL - B-cell chronic lymphocytic leukemia"""""",""""""B-Cell Leukemia, Chronic"""""",""""""B-Cell Leukemias, Chronic"""""",""""""B-Lymphocytic Leukemia, Chronic"""""",""""""B-Lymphocytic Leukemias, Chronic"""""",""""""B-cell chronic lymphocytic leukaemia"""""",""""""B-cell chronic lymphocytic leukemia"""""",""""""CLL - Chronic lymphocytic leukaemia"""""",""""""Chronic B-Cell Leukemia"""""",""""""Chronic B-Cell Leukemias"""""",""""""Chronic B-Lymphocytic Leukemia"""""",""""""Chronic B-Lymphocytic Leukemias"""""",""""""Chronic Lymphoblastic Leukemia"""""",""""""Chronic Lymphoblastic Leukemias"""""",""""""Chronic Lymphocytic Leukemia"""""",""""""Chronic Lymphocytic Leukemias"""""",""""""Chronic lymphoid leukemia without mention of remission"""""",""""""Chronic lymphoid leukemia, disease"""""",""""""Leukemia, B Cell, Chronic"""""",""""""Leukemia, B-Cell, Chronic"""""",""""""Leukemia, Chronic B-Cell"""""",""""""Leukemia, Chronic B-Lymphocytic"""""",""""""Leukemia, Chronic Lymphoblastic"""""",""""""Leukemia, Chronic Lymphocytic"""""",""""""Leukemia, Lymphoblastic, Chronic"""""",""""""Leukemia, Lymphocytic, Chronic"""""",""""""Leukemia, Lymphocytic, Chronic, B Cell"""""",""""""Leukemia, Lymphocytic, Chronic, B-Cell"""""",""""""Leukemias, Chronic B-Cell"""""",""""""Leukemias, Chronic B-Lymphocytic"""""",""""""Leukemias, Chronic Lymphoblastic"""""",""""""Leukemias, Chronic Lymphocytic"""""",""""""Lymphoblastic Leukemia, Chronic"""""",""""""Lymphoblastic Leukemias, Chronic"""""",""""""Lymphocytic Leukemia, Chronic"""""",""""""Lymphocytic Leukemia, Chronic, B Cell"""""",""""""Lymphocytic Leukemia, Chronic, B-Cell"""""",""""""Lymphocytic Leukemias, Chronic"""""",""""""Lymphocytic Lymphoma"""""",""""""Lymphocytic Lymphomas"""""",""""""Lymphoma, Lymphocytic"""""",""""""Lymphoma, Lymphocytic, Plasmacytoid"""""",""""""Lymphoma, Small Cell"""""",""""""Lymphoma, Small-Cell"""""",""""""Lymphomas, Lymphocytic"""""",""""""Lymphomas, Small-Cell"""""",""""""Small Cell Lymphoma"""""",""""""Small-Cell Lymphoma"""""",""""""Small-Cell Lymphomas""""""]","[""""""""""""]","[""""""MeSH:D015451"""""",""""""SnoMedCT:277473004"""""",""""""SnoMedCT:51092000"""""",""""""SnoMedCT:92814006"""""",""""""UMLS:C0023434"""""",""""""MedDRA:10008956"""""",""""""NDFRT:N0000003248""""""]"
PharmGKB:PA444756,"Leukemia, Lymphoid","[""""""Aleukaemic lymphatic leukaemia [obs]"""""",""""""Aleukaemic lymphocytic leukaemia [obs]"""""",""""""Aleukaemic lymphoid leukaemia [obs]"""""",""""""Aleukemic lymphatic leukemia [obs]"""""",""""""Aleukemic lymphocytic leukemia [obs]"""""",""""""Aleukemic lymphoid leukemia [obs]"""""",""""""B-cell prolymphocytic leukaemia"""""",""""""Leukemia, Large Granular Lymphocytic"""""",""""""Leukemia, Lymphoblastic"""""",""""""Leukemia, Lymphocytic"""""",""""""Leukemia, Lymphocytic, Large Granular"""""",""""""Leukemia, Lymphoid"""""",""""""Leukemia, Prolymphocytic, B-Cell"""""",""""""Leukemias, Lymphoblastic"""""",""""""Leukemias, Lymphocytic"""""",""""""Leukemias, Lymphoid"""""",""""""Lymphatic leukaemia"""""",""""""Lymphatic leukemia"""""",""""""Lymphoblastic Leukemia"""""",""""""Lymphoblastic Leukemias"""""",""""""Lymphocytic Leukemia"""""",""""""Lymphocytic Leukemias"""""",""""""Lymphocytic leukaemia"""""",""""""Lymphocytic leukemia, NOS"""""",""""""Lymphoid Leukemia"""""",""""""Lymphoid Leukemias"""""",""""""Lymphoid leukaemia"""""",""""""Lymphoid leukaemia, no ICD-O subtype"""""",""""""Lymphoid leukemia"""""",""""""Lymphoid leukemia, NOS"""""",""""""Lymphoid leukemia, no ICD-O subtype"""""",""""""Lymphosarcoma cell leukaemia [obs]"""""",""""""Lymphosarcoma cell leukemia [obs]"""""",""""""Subacute lymphatic leukaemia [obs]"""""",""""""Subacute lymphocytic leukaemia [obs]"""""",""""""Subacute lymphocytic leukemia [obs]""""""]","[""""""""""""]","[""""""MeSH:D007945"""""",""""""SnoMedCT:188725004"""""",""""""SnoMedCT:188731001"""""",""""""SnoMedCT:32280000"""""",""""""UMLS:C0023448"""""",""""""MedDRA:10024301"""""",""""""NDFRT:N0000001821""""""]"
PharmGKB:PA444757,"Leukemia, Mast-Cell","[""""""Leukemia, Mast Cell"""""",""""""Leukemias, Mast-Cell"""""",""""""Mast Cell Leukemia"""""",""""""Mast cell leukaemia"""""",""""""Mast cell leukaemia (clinical)"""""",""""""Mast cell leukemia"""""",""""""Mast cell leukemia (clinical)"""""",""""""Mast-Cell Leukemia"""""",""""""Mast-Cell Leukemias"""""",""""""[M]Mast cell leukaemia"""""",""""""[M]Mast cell leukemia""""""]","[""""""""""""]","[""""""MeSH:D007946"""""",""""""SnoMedCT:110002002"""""",""""""SnoMedCT:128924002"""""",""""""UMLS:C0023461"""""",""""""MedDRA:10056450"""""",""""""NDFRT:N0000001822""""""]"
PharmGKB:PA444758,"Leukemia, Megakaryoblastic, Acute","[""""""Acute Megakaryoblastic Leukemia"""""",""""""Acute Megakaryoblastic Leukemias"""""",""""""Acute Megakaryocytic Leukemia"""""",""""""Acute Megakaryocytic Leukemias"""""",""""""Acute megakaryoblastic leukaemia"""""",""""""Acute megakaryoblastic leukaemia, FAB M7"""""",""""""Acute megakaryoblastic leukemia"""""",""""""Acute megakaryoblastic leukemia, FAB M7"""""",""""""Acute megakaryoblastic leukemia, morphology"""""",""""""FAB M7"""""",""""""Leukemia, Acute Megakaryoblastic"""""",""""""Leukemia, Acute Megakaryocytic"""""",""""""Leukemia, Megakaryoblastic, Acute"""""",""""""Leukemia, Megakaryocytic"""""",""""""Leukemia, Megakaryocytic, Acute"""""",""""""Leukemia, Myeloid, Acute, M7"""""",""""""Leukemias, Acute Megakaryoblastic"""""",""""""Leukemias, Acute Megakaryocytic"""""",""""""Leukemias, Megakaryocytic"""""",""""""M7 - Acute megakaryoblastic leukemia"""""",""""""Malignant megakaryocytosis"""""",""""""Megakaryoblastic Leukemia, Acute"""""",""""""Megakaryoblastic Leukemias, Acute"""""",""""""Megakaryoblastic leukaemia"""""",""""""Megakaryoblastic leukemia"""""",""""""Megakaryocytic Leukemia"""""",""""""Megakaryocytic Leukemia, Acute"""""",""""""Megakaryocytic Leukemias"""""",""""""Megakaryocytic Leukemias, Acute"""""",""""""Megakaryocytic leukaemia"""""",""""""Megakaryocytic leukemia"""""",""""""Megakaryocytic myelosis"""""",""""""Myeloid Leukemia, Acute, M7"""""",""""""Thrombocytic leukaemia""""""]","[""""""""""""]","[""""""MeSH:D007947"""""",""""""SnoMedCT:188754005"""""",""""""SnoMedCT:277602003"""""",""""""SnoMedCT:52220008"""""",""""""UMLS:C0023462"""""",""""""MedDRA:10000859"""""",""""""NDFRT:N0000001823""""""]"
PharmGKB:PA444759,"Leukemia, Monocytic, Acute","[""""""Acute Monoblastic Leukemia"""""",""""""Acute Monoblastic Leukemias"""""",""""""Acute Monocytic Leukemia"""""",""""""Acute Monocytic Leukemias"""""",""""""Acute monoblastic leukaemia"""""",""""""Acute monoblastic leukemia"""""",""""""Acute monocytic leukaemia"""""",""""""Acute monocytic leukemia, morphology"""""",""""""Acute monocytoid leukemia"""""",""""""Leukemia, Acute Monoblastic"""""",""""""Leukemia, Acute Monocytic"""""",""""""Leukemia, Monoblastic, Acute"""""",""""""Leukemia, Myeloid, Acute, M5"""""",""""""Leukemia, Myeloid, Schilling Type"""""",""""""Leukemia, Myeloid, Schilling-Type"""""",""""""Leukemia, Schilling-Type Myeloid"""""",""""""Leukemias, Acute Monoblastic"""""",""""""Leukemias, Acute Monocytic"""""",""""""M5a - Acute monoblastic leukaemia"""""",""""""M5a - Acute monoblastic leukemia"""""",""""""Monoblastic Leukemia, Acute"""""",""""""Monoblastic Leukemias, Acute"""""",""""""Monoblastic leukemia"""""",""""""Monoblastic leukemia, NOS"""""",""""""Monocytic Leukemia, Acute"""""",""""""Monocytic Leukemias, Acute"""""",""""""Myeloid Leukemia, Acute, M5"""""",""""""Myeloid Leukemia, Schilling Type"""""",""""""Myeloid Leukemia, Schilling-Type"""""",""""""Naegeli-type monocytic leukaemia"""""",""""""Naegeli-type monocytic leukemia"""""",""""""Schilling-Type Myeloid Leukemia""""""]","[""""""""""""]","[""""""MeSH:D007948"""""",""""""SnoMedCT:22331004"""""",""""""SnoMedCT:277601005"""""",""""""UMLS:C0023465"""""",""""""MedDRA:10059439"""""",""""""NDFRT:N0000001824""""""]"
PharmGKB:PA446171,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","[""""""CGL - Chronic granulocytic leukaemia"""""",""""""CML"""""",""""""Chronic Granulocytic Leukemia"""""",""""""Chronic Granulocytic Leukemias"""""",""""""Chronic Myelocytic Leukemia"""""",""""""Chronic Myelocytic Leukemias"""""",""""""Chronic Myelogenous Leukemia"""""",""""""Chronic Myelogenous Leukemias"""""",""""""Chronic Myeloid Leukemia"""""",""""""Chronic Myeloid Leukemias"""""",""""""Chronic granulocytic leukemia"""""",""""""Chronic myelocytic leukaemia"""""",""""""Chronic myeloid leukemia NOS"""""",""""""Granulocytic Leukemia, Chronic"""""",""""""Granulocytic Leukemias, Chronic"""""",""""""Leukemia, Chronic Granulocytic"""""",""""""Leukemia, Chronic Myelocytic"""""",""""""Leukemia, Chronic Myelogenous"""""",""""""Leukemia, Chronic Myeloid"""""",""""""Leukemia, Granulocytic, Chronic"""""",""""""Leukemia, Myelocytic, Chronic"""""",""""""Leukemia, Myelogenous, Chronic"""""",""""""Leukemia, Myelogenous, Chronic, BCR-ABL Positive"""""",""""""Leukemia, Myeloid, Chronic"""""",""""""Leukemias, Chronic Granulocytic"""""",""""""Leukemias, Chronic Myelocytic"""""",""""""Leukemias, Chronic Myelogenous"""""",""""""Leukemias, Chronic Myeloid"""""",""""""Myelocytic Leukemia, Chronic"""""",""""""Myelocytic Leukemias, Chronic"""""",""""""Myelogenous Leukemia, Chronic"""""",""""""Myelogenous Leukemias, Chronic"""""",""""""Myeloid Leukemia, Chronic"""""",""""""Myeloid Leukemias, Chronic"""""",""""""[M]Chronic myeloid leukemia""""""]","[""""""""""""]","[""""""MeSH:D015464"""""",""""""SnoMedCT:188735005"""""",""""""SnoMedCT:63364005"""""",""""""SnoMedCT:92818009"""""",""""""UMLS:C0023473"""""",""""""MedDRA:10008904"""""",""""""NDFRT:N0000003261""""""]"
PharmGKB:PA444761,"Leukemia, Myeloid","[""""""Aleukaemic granulocytic leukaemia [obs]"""""",""""""Aleukaemic monocytic leukaemia [obs]"""""",""""""Aleukaemic myelogenous leukaemia [obs]"""""",""""""Aleukaemic myeloid leukaemia [obs]"""""",""""""Aleukemic granulocytic leukemia [obs]"""""",""""""Aleukemic monocytic leukemia [obs]"""""",""""""Aleukemic myelogenous leukemia [obs]"""""",""""""Atypical chronic myeloid leukaemia, BCR/ABL negative"""""",""""""Atypical chronic myeloid leukemia, BCR/ABL negative"""""",""""""Atypical chronic myeloid leukemia, Philadelphia chromosome (Ph1) negative"""""",""""""Chronic Monocytic Leukemia"""""",""""""Chronic Monocytic Leukemias"""""",""""""Chronic monocytic leukaemia [obs]"""""",""""""Chronic monocytic leukemia [obs]"""""",""""""Eosinophilic leukaemia"""""",""""""Eosinophilic leukemia"""""",""""""Granulocytic Leukemia"""""",""""""Granulocytic Leukemias"""""",""""""Granulocytic leukaemia"""""",""""""Granulocytic leukemia"""""",""""""Granulocytic leukemia, NOS"""""",""""""Leukemia, Chronic Monocytic"""""",""""""Leukemia, Granulocytic"""""",""""""Leukemia, Monocytic, Chronic"""""",""""""Leukemia, Myelocytic"""""",""""""Leukemia, Myelogenous"""""",""""""Leukemia, Myeloid"""""",""""""Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"""""",""""""Leukemias, Chronic Monocytic"""""",""""""Leukemias, Granulocytic"""""",""""""Leukemias, Myelocytic"""""",""""""Leukemias, Myelogenous"""""",""""""Leukemias, Myeloid"""""",""""""Monocytic Leukemia, Chronic"""""",""""""Monocytic Leukemias, Chronic"""""",""""""Monocytic leukaemia"""""",""""""Monocytic leukemia"""""",""""""Myelocytic Leukemia"""""",""""""Myelocytic Leukemias"""""",""""""Myelocytic leukaemia"""""",""""""Myelocytic leukemia"""""",""""""Myelocytic leukemia, NOS"""""",""""""Myelogenous Leukemia"""""",""""""Myelogenous Leukemias"""""",""""""Myelogenous leukaemia"""""",""""""Myelogenous leukemia"""""",""""""Myelogenous leukemia, NOS"""""",""""""Myeloid Leukemia"""""",""""""Myeloid Leukemias"""""",""""""Myeloid leukaemia"""""",""""""Myeloid leukaemia (category)"""""",""""""Myeloid leukaemia - category"""""",""""""Myeloid leukaemia NOS"""""",""""""Myeloid leukaemia, NOS"""""",""""""Myeloid leukemia"""""",""""""Myeloid leukemia (category)"""""",""""""Myeloid leukemia - category"""""",""""""Myeloid leukemia NOS"""""",""""""Myeloid leukemia, NOS"""""",""""""Myelomonocytic leukaemia"""""",""""""Myelomonocytic leukemia, NOS"""""",""""""Subacute granulocytic leukaemia [obs]"""""",""""""Subacute granulocytic leukemia [obs]"""""",""""""Subacute monocytic leukemia [obs]"""""",""""""Subacute myelogenous leukaemia [obs]"""""",""""""Subacute myelogenous leukemia [obs]"""""",""""""Subacute myeloid leukaemia [obs]"""""",""""""Subacute myeloid leukemia [obs]"""""",""""""[M]Myeloid leukaemia NOS"""""",""""""[M]Myeloid leukemia NOS""""""]","[""""""""""""]","[""""""MeSH:D007951"""""",""""""SnoMedCT:128934006"""""",""""""SnoMedCT:188732008"""""",""""""SnoMedCT:188743000"""""",""""""SnoMedCT:37810007"""""",""""""UMLS:C0023470"""""",""""""MedDRA:10024299"""""",""""""NDFRT:N0000001826""""""]"
